datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price
2024-08-05T18:30:00.000Z,TCS,EQ,4258.25,4160.8,4170.95,4171.2,4175.1,4155.05,2203067,9239608320.05,4431.0,3311
2024-08-06T18:30:00.000Z,TCS,EQ,4244.95,4180.3,4228.0,4200.45,4201.0,4171.2,1237666,5200150778.85,4431.0,3311
2024-08-07T18:30:00.000Z,TCS,EQ,4232.0,4160.0,4181.0,4172.55,4174.0,4200.45,2441283,10230119942.8,4431.0,3311
2024-08-08T18:30:00.000Z,TCS,EQ,4253.65,4205.55,4217.0,4228.75,4220.0,4172.55,1302536,5514705150.35,4431.0,3311
2024-08-11T18:30:00.000Z,TCS,EQ,4239.0,4186.35,4230.0,4195.65,4193.1,4228.75,936912,3944978151.6,4431.0,3311
2024-08-12T18:30:00.000Z,TCS,EQ,4234.0,4183.0,4213.0,4196.95,4197.0,4195.65,1495593,6295091175.55,4431.0,3311
2024-08-13T18:30:00.000Z,TCS,EQ,4306.2,4188.15,4209.0,4295.25,4293.0,4196.95,3226545,13763619690.8,4431.0,3311
2024-08-15T18:30:00.000Z,TCS,EQ,4427.0,4325.1,4350.0,4416.05,4414.2,4295.25,3457058,15195430172.75,4431.0,3311
2024-08-18T18:30:00.000Z,TCS,EQ,4494.25,4390.35,4421.0,4490.0,4490.0,4416.05,2055210,9165457457.55,4494.25,3311
2024-08-19T18:30:00.000Z,TCS,EQ,4565.0,4500.0,4505.0,4523.3,4505.0,4490.0,2212298,10020613301.75,4565.0,3311
2024-08-20T18:30:00.000Z,TCS,EQ,4560.0,4492.55,4518.0,4551.5,4550.0,4523.3,1896990,8592617038.5,4565.0,3311
2024-08-21T18:30:00.000Z,TCS,EQ,4560.95,4497.2,4560.0,4502.0,4502.0,4551.5,1829872,8262819007.85,4565.0,3311
2024-08-22T18:30:00.000Z,TCS,EQ,4506.0,4455.0,4500.0,4463.9,4473.05,4502.0,1809253,8085619687.4,4565.0,3311
2024-08-25T18:30:00.000Z,TCS,EQ,4552.15,4485.0,4489.0,4502.45,4506.6,4463.9,1844164,8330571610.15,4565.0,3311
2024-08-26T18:30:00.000Z,TCS,EQ,4510.0,4486.8,4505.0,4497.15,4491.0,4502.45,930697,4185134647.0,4565.0,3311
2024-08-27T18:30:00.000Z,TCS,EQ,4562.5,4457.3,4498.75,4506.05,4513.0,4497.15,1848058,8344430539.8,4565.0,3311
2024-08-28T18:30:00.000Z,TCS,EQ,4556.0,4460.0,4460.0,4511.8,4507.0,4506.05,2133641,9634899513.2,4565.0,3311
2024-08-29T18:30:00.000Z,TCS,EQ,4592.25,4487.8,4500.0,4553.75,4562.7,4511.8,3637222,16533915087.45,4592.25,3311
2024-09-01T18:30:00.000Z,TCS,EQ,4588.0,4512.0,4576.0,4521.05,4526.4,4553.75,1216500,5529299899.1,4592.25,3311
2024-09-02T18:30:00.000Z,TCS,EQ,4555.9,4495.9,4521.05,4512.35,4512.65,4521.05,1717263,7768215760.7,4592.25,3311
2024-09-03T18:30:00.000Z,TCS,EQ,4487.0,4436.7,4476.95,4479.25,4484.0,4512.35,1265505,5655496454.35,4592.25,3311
2024-09-04T18:30:00.000Z,TCS,EQ,4499.0,4454.15,4481.0,4475.95,4490.0,4479.25,1688793,7547477632.9,4592.25,3311
2024-09-05T18:30:00.000Z,TCS,EQ,4518.95,4440.0,4473.95,4456.75,4460.5,4475.95,1649179,7366546120.25,4592.25,3311
2024-09-08T18:30:00.000Z,TCS,EQ,4490.25,4430.5,4455.0,4449.55,4458.0,4456.75,1184938,5284328321.15,4592.25,3311
2024-09-09T18:30:00.000Z,TCS,EQ,4539.95,4440.45,4442.45,4507.85,4510.0,4449.55,1385591,6234377452.2,4592.25,3311
2024-09-10T18:30:00.000Z,TCS,EQ,4549.35,4471.25,4521.45,4479.35,4495.5,4507.85,1325919,5973212660.05,4592.25,3311
2024-09-11T18:30:00.000Z,TCS,EQ,4532.6,4431.3,4510.25,4517.7,4495.3,4479.35,2742216,12298852603.6,4592.25,3311
2024-09-12T18:30:00.000Z,TCS,EQ,4547.0,4505.0,4530.0,4522.6,4521.75,4517.7,1458786,6603740972.9,4592.25,3311
2024-09-15T18:30:00.000Z,TCS,EQ,4546.05,4494.45,4527.0,4513.25,4509.0,4522.6,1155120,5217113716.25,4592.25,3311
2024-09-16T18:30:00.000Z,TCS,EQ,4535.8,4466.0,4513.25,4505.65,4511.0,4513.25,1699364,7656902882.2,4592.25,3311
2024-09-17T18:30:00.000Z,TCS,EQ,4497.05,4321.0,4497.05,4346.15,4347.9,4505.65,2961779,12943188817.6,4592.25,3311
2024-09-18T18:30:00.000Z,TCS,EQ,4422.2,4281.8,4390.05,4296.15,4307.0,4346.15,2927551,12650187150.25,4592.25,3311
2024-09-19T18:30:00.000Z,TCS,EQ,4330.7,4227.5,4316.9,4284.9,4295.0,4296.15,5447908,23310316503.1,4592.25,3311
2024-09-22T18:30:00.000Z,TCS,EQ,4309.4,4253.0,4300.0,4268.5,4266.05,4284.9,1702319,7269588108.95,4592.25,3311
2024-09-23T18:30:00.000Z,TCS,EQ,4291.0,4240.0,4251.65,4271.3,4282.0,4268.5,3012026,12846372402.7,4592.25,3311
2024-09-24T18:30:00.000Z,TCS,EQ,4289.6,4240.0,4252.35,4274.75,4275.35,4271.3,2713073,11567483701.95,4592.25,3311
2024-09-25T18:30:00.000Z,TCS,EQ,4316.8,4260.0,4260.0,4292.5,4295.0,4274.75,3964251,16999820745.85,4592.25,3311
2024-09-26T18:30:00.000Z,TCS,EQ,4378.0,4300.05,4335.0,4308.7,4305.0,4292.5,3012477,13036144375.45,4592.25,3311
2024-09-29T18:30:00.000Z,TCS,EQ,4298.75,4260.05,4286.9,4268.5,4271.0,4308.7,2503416,10695320177.3,4592.25,3311
2024-09-30T18:30:00.000Z,TCS,EQ,4295.75,4242.95,4255.55,4287.9,4283.25,4268.5,1823365,7788915830.7,4592.25,3311
2024-10-02T18:30:00.000Z,TCS,EQ,4279.0,4210.0,4262.6,4232.75,4232.5,4287.9,3350119,14182364569.6,4592.25,3311
2024-10-03T18:30:00.000Z,TCS,EQ,4298.0,4224.05,4225.0,4252.25,4251.9,4232.75,2965463,12621465329.55,4592.25,3311
2024-10-06T18:30:00.000Z,TCS,EQ,4297.25,4229.4,4273.9,4272.85,4274.0,4252.25,1472619,6278960109.95,4592.25,3311
2024-10-07T18:30:00.000Z,TCS,EQ,4279.4,4203.95,4272.6,4253.25,4259.4,4272.85,1541867,6536012531.7,4592.25,3311
2024-10-08T18:30:00.000Z,TCS,EQ,4295.0,4246.7,4260.0,4252.95,4258.95,4253.25,1082504,4619161345.7,4592.25,3311
2024-10-09T18:30:00.000Z,TCS,EQ,4293.85,4198.6,4253.25,4227.4,4227.9,4252.95,2378875,10093143863.45,4592.25,3311
2024-10-10T18:30:00.000Z,TCS,EQ,4241.95,4112.45,4143.0,4149.2,4146.0,4227.4,5759183,23983586815.7,4592.25,3311
2024-10-13T18:30:00.000Z,TCS,EQ,4165.4,4122.2,4140.0,4136.65,4139.0,4149.2,2137590,8858398067.15,4592.25,3311
2024-10-14T18:30:00.000Z,TCS,EQ,4169.95,4095.0,4131.05,4116.8,4119.0,4136.65,2759474,11367123225.35,4592.25,3311
2024-10-15T18:30:00.000Z,TCS,EQ,4115.0,4067.2,4085.0,4094.95,4094.0,4116.8,2359151,9646655679.4,4592.25,3311
2024-10-16T18:30:00.000Z,TCS,EQ,4129.95,4092.95,4112.8,4109.0,4111.25,4094.95,2522659,10365190148.65,4592.25,3311
2024-10-17T18:30:00.000Z,TCS,EQ,4146.15,4080.0,4090.0,4123.05,4130.5,4109.0,2361000,9730315576.7,4592.25,3311
2024-10-20T18:30:00.000Z,TCS,EQ,4139.95,4070.0,4132.6,4079.85,4071.0,4123.05,1595450,6535979616.1,4592.25,3311
