datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price,date
2024-07-14T18:30:00.000Z,GRSE,EQ,2598.7,2488.0,2594.0,2496.1,2503.9,2588.2,1089181,2734161009.35,2833.8,577.05,2024-07-14T18:30:00.000Z
2024-07-15T18:30:00.000Z,GRSE,EQ,2590.85,2447.0,2503.9,2562.55,2575.0,2496.1,1868013,4734772295.7,2833.8,577.05,2024-07-15T18:30:00.000Z
2024-07-17T18:30:00.000Z,GRSE,EQ,2618.0,2442.85,2589.45,2532.45,2538.0,2562.55,2144098,5464457274.75,2833.8,577.05,2024-07-17T18:30:00.000Z
2024-07-18T18:30:00.000Z,GRSE,EQ,2604.0,2421.55,2533.0,2455.35,2462.0,2532.45,1858841,4697339328.75,2833.8,577.05,2024-07-18T18:30:00.000Z
2024-07-21T18:30:00.000Z,GRSE,EQ,2578.1,2380.2,2425.0,2568.25,2578.1,2455.35,2893707,7333572514.2,2833.8,577.05,2024-07-21T18:30:00.000Z
2024-07-22T18:30:00.000Z,GRSE,EQ,2635.0,2439.85,2578.0,2441.2,2445.0,2568.25,3762141,9488143016.7,2833.8,577.05,2024-07-22T18:30:00.000Z
2024-07-23T18:30:00.000Z,GRSE,EQ,2470.0,2370.0,2441.0,2378.95,2374.7,2441.2,1236916,2985821285.65,2833.8,577.05,2024-07-23T18:30:00.000Z
2024-07-24T18:30:00.000Z,GRSE,EQ,2359.55,2260.0,2328.0,2260.0,2260.0,2378.95,1686099,3861485476.6,2833.8,577.05,2024-07-24T18:30:00.000Z
2024-07-25T18:30:00.000Z,GRSE,EQ,2308.2,2205.0,2230.0,2212.75,2219.95,2260.0,1406510,3165826273.1,2833.8,577.05,2024-07-25T18:30:00.000Z
2024-07-28T18:30:00.000Z,GRSE,EQ,2323.35,2210.6,2248.0,2323.35,2323.35,2212.75,1683330,3865047851.85,2833.8,577.05,2024-07-28T18:30:00.000Z
2024-07-29T18:30:00.000Z,GRSE,EQ,2439.5,2342.0,2366.95,2439.5,2439.5,2323.35,1214676,2929777986.25,2833.8,577.05,2024-07-29T18:30:00.000Z
2024-07-30T18:30:00.000Z,GRSE,EQ,2510.5,2384.05,2488.0,2405.55,2403.0,2439.5,1348238,3285004433.85,2833.8,577.05,2024-07-30T18:30:00.000Z
2024-07-31T18:30:00.000Z,GRSE,EQ,2474.0,2330.0,2448.0,2350.3,2358.0,2405.55,793156,1906897077.4,2833.8,577.05,2024-07-31T18:30:00.000Z
2024-08-01T18:30:00.000Z,GRSE,EQ,2388.8,2285.0,2295.0,2326.6,2328.0,2350.3,753818,1763225476.35,2833.8,577.05,2024-08-01T18:30:00.000Z
2024-08-04T18:30:00.000Z,GRSE,EQ,2266.0,2210.3,2216.1,2210.3,2210.3,2326.6,1044477,2320654099.4,2833.8,577.05,2024-08-04T18:30:00.000Z
2024-08-05T18:30:00.000Z,GRSE,EQ,2263.95,2099.8,2206.0,2099.8,2099.8,2210.3,1283335,2769195412.8,2833.8,577.05,2024-08-05T18:30:00.000Z
2024-08-06T18:30:00.000Z,GRSE,EQ,2224.95,1963.95,2132.0,2178.95,2178.0,2099.8,2791493,5870291604.95,2833.8,577.05,2024-08-06T18:30:00.000Z
2024-08-07T18:30:00.000Z,GRSE,EQ,2208.95,2071.0,2178.0,2086.45,2091.0,2178.95,1771919,3804486376.95,2833.8,577.05,2024-08-07T18:30:00.000Z
2024-08-08T18:30:00.000Z,GRSE,EQ,2160.0,2031.8,2134.9,2055.05,2052.0,2086.45,1740077,3620275175.1,2833.8,577.05,2024-08-08T18:30:00.000Z
2024-08-11T18:30:00.000Z,GRSE,EQ,2053.25,1986.0,2024.95,2009.15,2009.0,2055.05,1043546,2102940249.65,2833.8,595.3,2024-08-11T18:30:00.000Z
2024-08-12T18:30:00.000Z,GRSE,EQ,2034.6,1940.45,2030.0,1951.3,1944.0,2009.15,799969,1586197082.1,2833.8,595.3,2024-08-12T18:30:00.000Z
2024-08-13T18:30:00.000Z,GRSE,EQ,2006.8,1891.3,1960.95,1966.7,1960.4,1951.3,1400895,2735450018.6,2833.8,595.3,2024-08-13T18:30:00.000Z
2024-08-15T18:30:00.000Z,GRSE,EQ,2004.4,1936.25,1999.0,1966.65,1963.0,1966.7,801430,1572049468.15,2833.8,595.3,2024-08-15T18:30:00.000Z
2024-08-18T18:30:00.000Z,GRSE,EQ,2012.6,1916.0,1960.0,1921.65,1920.0,1966.65,791411,1552094713.1,2833.8,648.3,2024-08-18T18:30:00.000Z
2024-08-19T18:30:00.000Z,GRSE,EQ,1917.95,1751.55,1904.9,1776.05,1786.0,1921.65,2942955,5317738784.15,2833.8,648.3,2024-08-19T18:30:00.000Z
2024-08-20T18:30:00.000Z,GRSE,EQ,1864.9,1732.0,1740.0,1801.35,1799.0,1776.05,2650000,4831284841.2,2833.8,648.3,2024-08-20T18:30:00.000Z
2024-08-21T18:30:00.000Z,GRSE,EQ,1828.7,1747.0,1828.7,1751.15,1750.1,1801.35,1214323,2152365967.6,2833.8,648.3,2024-08-21T18:30:00.000Z
2024-08-22T18:30:00.000Z,GRSE,EQ,1845.85,1743.25,1750.0,1764.75,1762.9,1751.15,1833693,3291666625.2,2833.8,648.3,2024-08-22T18:30:00.000Z
2024-08-25T18:30:00.000Z,GRSE,EQ,1815.85,1759.0,1815.0,1789.25,1786.65,1764.75,749700,1333701526.85,2833.8,648.3,2024-08-25T18:30:00.000Z
2024-08-26T18:30:00.000Z,GRSE,EQ,1812.0,1772.4,1790.1,1777.75,1777.4,1789.25,604641,1081915408.15,2833.8,648.3,2024-08-26T18:30:00.000Z
2024-08-27T18:30:00.000Z,GRSE,EQ,1812.0,1770.0,1788.8,1773.5,1772.4,1777.75,646857,1155497553.85,2833.8,648.3,2024-08-27T18:30:00.000Z
2024-08-28T18:30:00.000Z,GRSE,EQ,1788.95,1741.1,1778.4,1757.05,1774.0,1773.5,521154,916550957.9,2833.8,648.3,2024-08-28T18:30:00.000Z
2024-08-29T18:30:00.000Z,GRSE,EQ,1877.95,1733.35,1770.05,1811.0,1807.0,1757.05,2480956,4526720304.65,2833.8,648.3,2024-08-29T18:30:00.000Z
2024-09-01T18:30:00.000Z,GRSE,EQ,1862.6,1790.0,1818.0,1831.3,1830.0,1811.0,1183854,2161267885.05,2833.8,648.3,2024-09-01T18:30:00.000Z
2024-09-02T18:30:00.000Z,GRSE,EQ,1974.8,1857.05,1879.2,1913.15,1916.95,1831.3,5277573,10158773407.0,2833.8,648.3,2024-09-02T18:30:00.000Z
2024-09-03T18:30:00.000Z,GRSE,EQ,1994.95,1920.0,1920.0,1961.45,1962.9,1913.15,2998200,5875581831.2,2833.8,648.3,2024-09-03T18:30:00.000Z
2024-09-04T18:30:00.000Z,GRSE,EQ,1984.8,1887.0,1976.7,1901.3,1899.7,1961.45,1446809,2773209561.9,2833.8,648.3,2024-09-04T18:30:00.000Z
2024-09-05T18:30:00.000Z,GRSE,EQ,1899.9,1824.0,1899.85,1831.5,1829.0,1901.3,978980,1806335659.95,2833.8,648.3,2024-09-05T18:30:00.000Z
2024-09-08T18:30:00.000Z,GRSE,EQ,1852.75,1771.0,1834.0,1787.75,1788.0,1831.5,843188,1515990481.55,2833.8,648.3,2024-09-08T18:30:00.000Z
2024-09-09T18:30:00.000Z,GRSE,EQ,1820.0,1776.9,1796.7,1789.9,1790.0,1787.75,546974,982097431.3,2833.8,648.3,2024-09-09T18:30:00.000Z
2024-09-10T18:30:00.000Z,GRSE,EQ,1795.95,1755.0,1793.95,1757.15,1759.1,1789.9,364803,644909710.45,2833.8,648.3,2024-09-10T18:30:00.000Z
