datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price,date
2024-07-14T18:30:00.000Z,DIXON,EQ,12709.8,12400.0,12500.0,12679.6,12690.0,12410.0,208967,2628392141.05,12879.0,3953.0,2024-07-14T18:30:00.000Z
2024-07-15T18:30:00.000Z,DIXON,EQ,12754.55,12520.0,12750.0,12551.8,12550.0,12679.6,181190,2287155679.4,12879.0,3953.0,2024-07-15T18:30:00.000Z
2024-07-17T18:30:00.000Z,DIXON,EQ,12480.0,11650.15,12480.0,11945.85,11910.1,12551.8,768679,9197252767.0,12879.0,3953.0,2024-07-17T18:30:00.000Z
2024-07-18T18:30:00.000Z,DIXON,EQ,11945.85,11210.55,11945.85,11267.2,11289.95,11945.85,775060,8866191632.0,12879.0,3953.0,2024-07-18T18:30:00.000Z
2024-07-21T18:30:00.000Z,DIXON,EQ,11475.0,10932.95,11267.2,11353.45,11380.0,11267.2,587418,6597259307.45,12879.0,3953.0,2024-07-21T18:30:00.000Z
2024-07-22T18:30:00.000Z,DIXON,EQ,11452.5,10620.0,11430.0,10943.1,10954.95,11353.45,743492,8205036161.25,12879.0,3953.0,2024-07-22T18:30:00.000Z
2024-07-23T18:30:00.000Z,DIXON,EQ,11111.0,10722.0,10880.05,10987.65,10989.0,10943.1,420853,4587899766.65,12879.0,3953.0,2024-07-23T18:30:00.000Z
2024-07-24T18:30:00.000Z,DIXON,EQ,10975.0,10741.45,10850.0,10910.15,10975.0,10987.65,241219,2618833723.35,12879.0,3953.0,2024-07-24T18:30:00.000Z
2024-07-25T18:30:00.000Z,DIXON,EQ,11312.0,10945.1,10970.0,11272.6,11268.0,10910.15,292939,3270425824.5,12879.0,3953.0,2024-07-25T18:30:00.000Z
2024-07-28T18:30:00.000Z,DIXON,EQ,11675.95,11225.0,11349.95,11627.65,11656.0,11272.6,459091,5297105103.6,12879.0,4020.0,2024-07-28T18:30:00.000Z
2024-07-29T18:30:00.000Z,DIXON,EQ,12038.0,11530.0,11689.0,11977.35,11964.0,11627.65,898741,10615877098.75,12879.0,4020.0,2024-07-29T18:30:00.000Z
2024-07-30T18:30:00.000Z,DIXON,EQ,12690.0,12060.1,12601.1,12106.45,12100.0,11977.35,1805812,22188201118.55,12879.0,4020.0,2024-07-30T18:30:00.000Z
2024-07-31T18:30:00.000Z,DIXON,EQ,12199.95,11592.0,12199.95,11670.55,11700.0,12106.45,667577,7852230060.0,12879.0,4020.0,2024-07-31T18:30:00.000Z
