datetime,Symbol,Series,high,low,open,close,Last Price,Prev Close Price,volume,Total Traded Value,52 Week High Price,52 Week Low Price
2024-08-26T18:30:00.000Z,INFY,EQ,1902.75,1873.9,1876.15,1900.1,1898.0,1876.15,3830679,7260360446.0,1903.0,1351.65
2024-08-27T18:30:00.000Z,INFY,EQ,1951.0,1897.4,1906.9,1939.1,1938.0,1900.1,6514531,12611699907.1,1951.0,1351.65
2024-08-28T18:30:00.000Z,INFY,EQ,1950.5,1920.9,1933.0,1933.35,1930.2,1939.1,7228284,13994572218.8,1951.0,1351.65
2024-08-29T18:30:00.000Z,INFY,EQ,1950.0,1928.0,1938.0,1943.7,1949.85,1933.35,13466759,26134516922.15,1951.0,1351.65
2024-09-01T18:30:00.000Z,INFY,EQ,1975.75,1942.8,1943.35,1964.5,1959.5,1943.7,5573739,10930227192.05,1975.75,1351.65
2024-09-02T18:30:00.000Z,INFY,EQ,1967.0,1936.45,1967.0,1941.25,1940.9,1964.5,4694322,9164003289.55,1975.75,1351.65
2024-09-03T18:30:00.000Z,INFY,EQ,1927.2,1900.05,1921.1,1922.45,1920.7,1941.25,4778310,9141125232.25,1975.75,1351.65
2024-09-04T18:30:00.000Z,INFY,EQ,1940.0,1909.6,1926.25,1933.15,1933.0,1922.45,4081810,7853428072.45,1975.75,1351.65
2024-09-05T18:30:00.000Z,INFY,EQ,1936.5,1896.85,1922.0,1901.85,1904.0,1933.15,5848106,11158720885.65,1975.75,1351.65
2024-09-08T18:30:00.000Z,INFY,EQ,1920.85,1889.0,1890.0,1894.65,1903.0,1901.85,4772612,9092431539.8,1975.75,1351.65
2024-09-09T18:30:00.000Z,INFY,EQ,1935.0,1896.0,1904.9,1912.3,1914.15,1894.65,6909600,13269985403.85,1975.75,1351.65
2024-09-10T18:30:00.000Z,INFY,EQ,1926.0,1905.0,1914.7,1910.15,1912.95,1912.3,5312946,10178552300.9,1975.75,1351.65
2024-09-11T18:30:00.000Z,INFY,EQ,1956.4,1910.8,1925.0,1950.45,1943.8,1910.15,8555092,16541770366.05,1975.75,1351.65
2024-09-12T18:30:00.000Z,INFY,EQ,1958.6,1935.65,1950.45,1944.1,1943.0,1950.45,3843127,7489665426.75,1975.75,1351.65
2024-09-15T18:30:00.000Z,INFY,EQ,1952.0,1933.05,1945.75,1950.25,1946.0,1944.1,1570181,3051912524.4,1975.75,1351.65
2024-09-16T18:30:00.000Z,INFY,EQ,1958.45,1942.15,1947.75,1952.55,1950.0,1950.25,2793127,5451501004.5,1975.75,1351.65
2024-09-17T18:30:00.000Z,INFY,EQ,1938.75,1881.3,1938.75,1892.15,1892.35,1952.55,6385468,12120891191.9,1975.75,1351.65
2024-09-18T18:30:00.000Z,INFY,EQ,1924.9,1878.8,1910.6,1894.2,1897.0,1892.15,7976570,15114309893.55,1975.75,1351.65
2024-09-19T18:30:00.000Z,INFY,EQ,1915.0,1867.4,1905.0,1905.75,1910.0,1894.2,15242974,28992778817.95,1975.75,1351.65
2024-09-22T18:30:00.000Z,INFY,EQ,1918.9,1878.45,1909.0,1896.45,1895.0,1905.75,3636672,6874260634.45,1975.75,1351.65
2024-09-23T18:30:00.000Z,INFY,EQ,1910.9,1871.4,1888.0,1898.6,1900.0,1896.45,7277616,13746948535.65,1975.75,1351.65
2024-09-24T18:30:00.000Z,INFY,EQ,1901.6,1876.8,1886.35,1895.3,1900.0,1898.6,4268341,8065107237.85,1975.75,1351.65
2024-09-25T18:30:00.000Z,INFY,EQ,1917.95,1893.0,1897.8,1900.25,1894.0,1895.3,8952803,17036613838.85,1975.75,1351.65
2024-09-26T18:30:00.000Z,INFY,EQ,1974.6,1903.3,1932.1,1906.75,1908.0,1900.25,14908931,28723892455.0,1975.75,1351.65
2024-09-29T18:30:00.000Z,INFY,EQ,1901.25,1870.5,1880.0,1875.6,1877.6,1906.75,6986955,13144582073.9,1975.75,1351.65
2024-09-30T18:30:00.000Z,INFY,EQ,1908.95,1875.0,1875.0,1904.35,1906.0,1875.6,4029072,7651153333.05,1975.75,1351.65
2024-10-02T18:30:00.000Z,INFY,EQ,1911.85,1881.0,1889.5,1893.4,1889.0,1904.35,7503887,14220032273.75,1975.75,1351.65
2024-10-03T18:30:00.000Z,INFY,EQ,1954.1,1886.0,1889.55,1918.15,1922.0,1893.4,10001483,19268903580.4,1975.75,1351.65
2024-10-06T18:30:00.000Z,INFY,EQ,1942.0,1916.05,1923.2,1934.3,1930.15,1918.15,6112575,11809911119.45,1975.75,1351.65
2024-10-07T18:30:00.000Z,INFY,EQ,1957.95,1906.35,1937.9,1948.55,1945.95,1934.3,5637391,10923947722.8,1975.75,1351.65
2024-10-08T18:30:00.000Z,INFY,EQ,1977.0,1945.1,1952.55,1952.75,1959.0,1948.55,4857163,9526613749.45,1977.0,1351.65
2024-10-09T18:30:00.000Z,INFY,EQ,1964.0,1914.1,1957.9,1919.0,1917.55,1952.75,4782119,9250080166.0,1977.0,1351.65
2024-10-10T18:30:00.000Z,INFY,EQ,1947.0,1910.1,1918.0,1935.1,1935.0,1919.0,4709431,9101157285.95,1977.0,1351.65
2024-10-13T18:30:00.000Z,INFY,EQ,1969.5,1931.1,1932.15,1958.9,1966.0,1935.1,3751378,7341734867.25,1977.0,1351.65
2024-10-14T18:30:00.000Z,INFY,EQ,1991.45,1951.75,1960.0,1959.3,1960.0,1958.9,5353705,10523164056.35,1991.45,1351.65
2024-10-15T18:30:00.000Z,INFY,EQ,1959.55,1916.35,1955.0,1920.1,1918.1,1959.3,3111512,6028023137.55,1991.45,1351.65
2024-10-16T18:30:00.000Z,INFY,EQ,1978.0,1930.15,1935.2,1968.1,1974.55,1920.1,8162822,15980388201.05,1991.45,1351.65
2024-10-17T18:30:00.000Z,INFY,EQ,1936.85,1869.25,1893.8,1879.6,1885.0,1968.1,10526196,19911246940.1,1991.45,1351.65
2024-10-20T18:30:00.000Z,INFY,EQ,1898.8,1838.0,1891.1,1852.75,1850.1,1879.6,4654601,8639326330.6,1991.45,1351.65
