rank,ticker,pct_return,total_pnl,st_config,flip_date,close_price,st_value,ema_50,ema_200,above_ema50,above_ema200,above_both
1,SHREEJISPG,158.59,15859.16,ST73,2026-09-09,713.1,643.87,620.34,484.29,True,True,True
2,ABSLAMC,91.35,9134.95,ST73,2026-09-09,1088.5,958.0,1040.1,960.45,True,True,True
3,ADANIPORTS,46.89,4688.79,ST73,2026-09-09,1768.0,1638.37,1720.85,1647.44,True,True,True
4,RAIN,43.64,4363.59,ST73,2026-09-09,217.28,196.34,205.83,170.12,True,True,True
5,BAJAJCON,38.8,3879.5,ST73,2026-09-09,524.45,456.65,518.35,458.73,True,True,True
