rank,ticker,st_config,pct_return,total_pnl,total_trades,winning_trades,win_pct,capital_used,final_capital
93,AEROFLEX,ST73,137.75,13774.71,9,4,44.4,10000,23774.71
94,VADILALIND,ST73,136.94,13693.57,9,3,33.3,10000,23693.57
95,CARTRADE,ST72,136.59,13659.15,18,8,44.4,10000,23659.15
96,FORTIS,ST73,136.29,13628.96,6,4,66.7,10000,23628.96
97,ABDL,ST73,134.23,13422.96,5,3,60.0,10000,23422.96
98,CAPLIPOINT,ST73,133.7,13370.4,6,3,50.0,10000,23370.4
99,JSWHL,ST72,133.37,13337.15,14,6,42.9,10000,23337.15
100,INOXINDIA,ST73,131.93,13193.09,6,3,50.0,10000,23193.09
101,GABRIEL,ST73,131.89,13188.65,7,4,57.1,10000,23188.65
102,VOLTAMP,ST73,130.62,13061.69,10,4,40.0,10000,23061.69
103,TDPOWERSYS,ST72,130.24,13024.38,17,8,47.1,10000,23024.38
104,KSHINTL,ST72,129.94,12993.95,3,3,100.0,10000,22993.95
105,RADICO,ST73,129.83,12983.49,7,5,71.4,10000,22983.49
106,KSL,ST72,127.2,12719.61,16,8,50.0,10000,22719.61
107,FORCEMOT,ST73,126.32,12632.24,9,3,33.3,10000,22632.24
108,SOTL,ST73,124.95,12494.78,7,4,57.1,10000,22494.78
109,HINDZINC,ST72,124.86,12485.52,19,8,42.1,10000,22485.52
110,SANSERA,ST72,124.77,12477.16,16,10,62.5,10000,22477.16
111,TECHNOE,ST72,124.63,12462.52,14,7,50.0,10000,22462.52
112,SMSPHARMA,ST73,123.33,12333.47,8,7,87.5,10000,22333.47
113,VSSL,ST73,123.13,12312.88,5,3,60.0,10000,22312.88
114,PREMEXPLN,ST73,121.7,12169.83,10,6,60.0,10000,22169.83
115,MAXESTATES,ST73,121.32,12131.85,7,4,57.1,10000,22131.85
116,HFCL,ST73,120.94,12094.44,9,3,33.3,10000,22094.44
117,KMEW,ST73,119.4,11940.35,3,3,100.0,10000,21940.35
118,MARKSANS,ST72,118.98,11898.31,16,8,50.0,10000,21898.31
119,ANTELOPUS,ST73,118.92,11892.2,8,5,62.5,10000,21892.2
120,SYRMA,ST72,118.55,11855.05,18,8,44.4,10000,21855.05
121,PPLPHARMA,ST72,117.94,11794.31,13,5,38.5,10000,21794.31
122,THYROCARE,ST73,116.05,11605.06,8,6,75.0,10000,21605.06
123,RPOWER,ST73,115.63,11563.08,9,6,66.7,10000,21563.08
124,POLICYBZR,ST72,113.58,11358.05,13,8,61.5,10000,21358.05
125,ZENTEC,ST72,113.27,11326.61,17,9,52.9,10000,21326.61
126,GLAXO,ST73,113.2,11319.73,7,5,71.4,10000,21319.73
127,ASTRAMICRO,ST72,112.68,11268.05,17,9,52.9,10000,21268.05
128,HUDCO,ST73,110.43,11042.95,8,4,50.0,10000,21042.95
129,MOTHERSON,ST73,108.33,10833.12,10,7,70.0,10000,20833.12
130,JUBLPHARMA,ST73,107.52,10751.69,7,5,71.4,10000,20751.69
131,ARVIND,ST73,107.46,10745.85,6,4,66.7,10000,20745.85
132,STEELCAS,ST73,106.79,10679.37,4,3,75.0,10000,20679.37
133,LAURUSLABS,ST72,106.54,10653.6,19,9,47.4,10000,20653.6
134,DIVISLAB,ST73,106.0,10599.78,7,5,71.4,10000,20599.78
135,THANGAMAYL,ST72,104.99,10498.54,17,7,41.2,10000,20498.54
136,TATAINVEST,ST72,104.79,10479.09,18,7,38.9,10000,20479.09
137,ATLANTAELE,ST73,102.38,10237.7,2,2,100.0,10000,20237.7
138,ATHERENERG,ST73,102.38,10237.6,2,1,50.0,10000,20237.6
139,SHARDACROP,ST72,102.29,10228.88,15,8,53.3,10000,20228.88
140,AGIIL,ST73,102.28,10228.42,5,3,60.0,10000,20228.42
141,ADANIPOWER,ST73,100.83,10082.57,7,4,57.1,10000,20082.57
142,SWSOLAR,ST72,100.52,10051.62,13,6,46.2,10000,20051.62
143,IIFL,ST73,100.38,10037.93,6,4,66.7,10000,20037.93
144,PRECWIRE,ST73,99.0,9900.1,9,6,66.7,10000,19900.1
145,KIMS,ST73,98.67,9866.64,5,4,80.0,10000,19866.64
146,FILATEX,ST73,98.43,9843.05,9,5,55.6,10000,19843.05
147,MSTCLTD,ST72,97.21,9720.58,18,8,44.4,10000,19720.58
148,ETERNAL,ST72,95.79,9578.54,17,9,52.9,10000,19578.54
149,SPECTRUM,ST72,95.66,9566.05,19,9,47.4,10000,19566.05
150,RRKABEL,ST73,95.5,9549.51,7,5,71.4,10000,19549.51
151,GLENMARK,ST73,95.47,9546.95,10,4,40.0,10000,19546.95
152,NAVA,ST72,95.33,9532.54,14,6,42.9,10000,19532.54
153,NOVARTIND,ST72,95.19,9518.9,3,2,66.7,10000,19518.9
154,HINDALCO,ST72,94.97,9496.62,16,11,68.8,10000,19496.62
155,CYIENTDLM,ST73,94.67,9467.3,8,3,37.5,10000,19467.3
156,SGMART,ST72,94.17,9416.9,3,2,66.7,10000,19416.9
157,SUZLON,ST73,93.98,9398.29,9,5,55.6,10000,19398.29
158,WHEELS,ST73,93.72,9371.77,10,5,50.0,10000,19371.77
159,GLAND,ST72,93.07,9307.37,10,4,40.0,10000,19307.37
160,IFBIND,ST72,92.78,9278.05,15,9,60.0,10000,19278.05
161,NYKAA,ST73,92.21,9221.36,7,4,57.1,10000,19221.36
162,ELECTCAST,ST72,92.2,9219.67,15,7,46.7,10000,19219.67
163,HAL,ST72,92.01,9200.96,19,8,42.1,10000,19200.96
164,ABSLAMC,ST73,91.35,9134.95,8,5,62.5,10000,19134.95
165,NRBBEARING,ST73,90.84,9083.77,7,2,28.6,10000,19083.77
166,COFORGE,ST73,90.55,9054.67,10,7,70.0,10000,19054.67
167,ZYDUSWELL,ST72,90.32,9031.94,12,7,58.3,10000,19031.94
168,CUMMINSIND,ST72,89.73,8972.85,14,6,42.9,10000,18972.85
169,AXISCADES,ST72,89.22,8922.41,19,9,47.4,10000,18922.41
170,JSLL,ST72,89.17,8916.57,17,8,47.1,10000,18916.57
171,HAPPYFORGE,ST73,89.03,8902.57,7,5,71.4,10000,18902.57
172,MBAPL,ST72,88.96,8895.87,13,6,46.2,10000,18895.87
173,GRANULES,ST73,88.73,8872.9,9,6,66.7,10000,18872.9
174,LTFOODS,ST72,87.9,8790.23,16,8,50.0,10000,18790.23
175,EBGNG,ST73,87.72,8772.3,3,2,66.7,10000,18772.3
176,GANESHHOU,ST73,87.66,8765.89,7,4,57.1,10000,18765.89
177,HERITGFOOD,ST72,87.24,8724.19,15,8,53.3,10000,18724.19
178,PNBHOUSING,ST73,87.12,8711.96,6,5,83.3,10000,18711.96
179,PRIVISCL,ST72,86.63,8662.98,14,9,64.3,10000,18662.98
180,SOLARINDS,ST73,86.18,8617.54,7,4,57.1,10000,18617.54
181,AMBER,ST72,85.19,8518.6,18,10,55.6,10000,18518.6
182,RATEGAIN,ST73,84.35,8435.25,8,4,50.0,10000,18435.25
183,TIPSMUSIC,ST73,83.95,8395.04,6,4,66.7,10000,18395.04
184,UNICHEMLAB,ST73,83.48,8347.6,5,2,40.0,10000,18347.6
185,CPPLUS,ST72,83.32,8331.99,6,2,33.3,10000,18331.99
186,MANYAVAR,ST72,83.1,8310.13,7,4,57.1,10000,18310.13
187,BDL,ST72,82.99,8298.92,19,8,42.1,10000,18298.92
188,ASHAPURMIN,ST72,82.96,8295.55,17,9,52.9,10000,18295.55
189,PRESTIGE,ST72,82.65,8264.87,16,8,50.0,10000,18264.87
190,IMFA,ST73,82.29,8228.8,8,4,50.0,10000,18228.8
191,TARC,ST72,82.29,8229.25,14,7,50.0,10000,18229.25
192,RPTECH,ST72,82.01,8201.1,12,4,33.3,10000,18201.1
193,PTCIL,ST72,81.98,8198.45,13,7,53.8,10000,18198.45
194,PGEL,ST73,81.57,8156.91,10,3,30.0,10000,18156.91
195,UTLSOLAR,ST73,81.13,8112.86,2,2,100.0,10000,18112.86
196,UNIPARTS,ST73,81.0,8099.6,7,3,42.9,10000,18099.6
197,DEEPINDS,ST73,80.42,8041.8,7,3,42.9,10000,18041.8
198,BRIGADE,ST72,80.36,8035.94,16,9,56.2,10000,18035.94
199,SENORES,ST73,79.96,7996.25,4,2,50.0,10000,17996.25
200,NAZARA,ST73,79.54,7954.02,5,3,60.0,10000,17954.02
201,GRAPHITE,ST73,78.11,7811.39,8,5,62.5,10000,17811.39
202,GMRP&UI,ST73,77.18,7718.13,11,2,18.2,10000,17718.13
203,MEDANTA,ST72,76.8,7679.7,15,7,46.7,10000,17679.7
204,SPLPETRO,ST72,76.3,7629.79,16,8,50.0,10000,17629.79
205,KALYANKJIL,ST72,76.08,7607.9,17,7,41.2,10000,17607.9
206,VINDHYATEL,ST72,75.09,7508.59,15,6,40.0,10000,17508.59
207,ANGELONE,ST72,74.43,7443.34,20,8,40.0,10000,17443.34
208,PFOCUS,ST73,74.36,7435.71,9,6,66.7,10000,17435.71
209,BHEL,ST73,73.6,7360.24,11,5,45.5,10000,17360.24
210,GOLDIAM,ST73,72.52,7252.18,7,3,42.9,10000,17252.18
211,LLOYDSME,ST73,71.65,7164.93,9,5,55.6,10000,17164.93
212,INOXWIND,ST72,71.58,7158.35,20,6,30.0,10000,17158.35
213,GODREJIND,ST72,71.37,7137.25,16,10,62.5,10000,17137.25
214,PCBL,ST72,71.22,7122.35,18,11,61.1,10000,17122.35
215,INDUSTOWER,ST73,71.21,7120.76,7,4,57.1,10000,17120.76
216,TORNTPHARM,ST73,70.91,7090.54,7,5,71.4,10000,17090.54
217,BEPL,ST73,70.71,7070.98,7,3,42.9,10000,17070.98
218,NEULANDLAB,ST72,69.7,6969.72,11,4,36.4,10000,16969.72
219,BEL,ST72,69.69,6968.81,20,12,60.0,10000,16968.81
220,BALRAMCHIN,ST73,69.51,6951.15,7,3,42.9,10000,16951.15
221,ASKAUTOLTD,ST73,69.24,6924.23,7,3,42.9,10000,16924.23
222,ACMESOLAR,ST73,68.98,6898.35,4,2,50.0,10000,16898.35
223,ABCAPITAL,ST73,68.84,6883.96,8,4,50.0,10000,16883.96
224,SHRIRAMFIN,ST73,68.45,6845.3,11,6,54.5,10000,16845.3
225,MRPL,ST72,68.32,6832.15,16,5,31.2,10000,16832.15
226,MTARTECH,ST72,68.2,6820.3,20,6,30.0,10000,16820.3
227,VIJAYA,ST72,68.0,6799.99,15,7,46.7,10000,16799.99
228,BLUEJET,ST73,67.33,6732.74,7,3,42.9,10000,16732.74
229,SAILIFE,ST73,67.2,6719.5,3,2,66.7,10000,16719.5
230,AEGISLOG,ST72,67.02,6701.66,19,6,31.6,10000,16701.66
231,TI,ST73,66.77,6677.43,9,5,55.6,10000,16677.43
232,ETHOSLTD,ST72,66.7,6670.17,15,7,46.7,10000,16670.17
233,BAJAJ-AUTO,ST72,66.0,6600.16,17,10,58.8,10000,16600.16
234,PERSISTENT,ST72,65.53,6552.51,18,9,50.0,10000,16552.51
235,INDIACEM,ST72,65.49,6549.0,13,6,46.2,10000,16549.0
236,WELENT,ST73,65.49,6548.55,10,4,40.0,10000,16548.55
237,TITAGARH,ST72,64.96,6496.05,16,9,56.2,10000,16496.05
238,RML,ST72,64.7,6470.44,15,7,46.7,10000,16470.44
239,SHADOWFAX,ST72,64.61,6461.2,2,1,50.0,10000,16461.2
240,PRABHA,ST72,64.46,6446.16,5,2,40.0,10000,16446.16
241,SANDUMA,ST73,64.41,6440.86,9,4,44.4,10000,16440.86
242,HSCL,ST72,63.96,6395.87,17,8,47.1,10000,16395.87
243,LLOYDSENT,ST72,63.88,6387.83,11,5,45.5,10000,16387.83
244,RAYMOND,ST72,63.78,6377.78,14,7,50.0,10000,16377.78
245,ENDURANCE,ST72,63.35,6334.84,12,6,50.0,10000,16334.84
246,SGFIN,ST73,63.26,6325.95,2,1,50.0,10000,16325.95
247,EPIGRAL,ST72,62.77,6277.4,13,8,61.5,10000,16277.4
248,RVNL,ST72,62.2,6220.19,18,8,44.4,10000,16220.19
249,POLYCAB,ST73,61.78,6178.03,9,5,55.6,10000,16178.03
250,IOC,ST72,61.71,6171.49,18,6,33.3,10000,16171.49
251,KIRLOSIND,ST72,61.6,6159.68,11,6,54.5,10000,16159.68
252,FEDERALBNK,ST72,61.32,6132.14,15,8,53.3,10000,16132.14
253,KENNAMET,ST73,60.89,6089.19,1,1,100.0,10000,16089.19
254,VIYASH,ST72,60.73,6072.96,17,7,41.2,10000,16072.96
255,QUESS,ST73,60.71,6070.83,5,2,40.0,10000,16070.83
256,TCPLPACK,ST72,60.28,6028.28,12,5,41.7,10000,16028.28
257,BASF,ST73,59.76,5976.26,6,3,50.0,10000,15976.26
258,AEQUS,ST73,59.74,5974.02,1,1,100.0,10000,15974.02
259,SIEMENS,ST72,59.71,5970.67,15,6,40.0,10000,15970.67
260,VMART,ST72,59.66,5966.3,13,6,46.2,10000,15966.3
261,CARERATING,ST73,59.5,5949.92,7,4,57.1,10000,15949.92
262,SUDEEPPHRM,ST72,59.31,5930.91,4,2,50.0,10000,15930.91
263,ABB,ST73,59.03,5902.95,9,5,55.6,10000,15902.95
264,EIDPARRY,ST73,59.02,5902.2,7,3,42.9,10000,15902.2
265,TVSMOTOR,ST73,58.87,5887.48,7,3,42.9,10000,15887.48
266,ECLERX,ST72,58.55,5855.2,16,7,43.8,10000,15855.2
267,LTF,ST73,57.81,5781.25,8,5,62.5,10000,15781.25
268,GRAVITA,ST72,57.7,5770.16,18,6,33.3,10000,15770.16
269,HONASA,ST73,57.67,5766.99,6,3,50.0,10000,15766.99
270,MIDHANI,ST72,57.66,5766.06,15,6,40.0,10000,15766.06
271,LALPATHLAB,ST73,57.59,5758.79,8,4,50.0,10000,15758.79
272,BPCL,ST73,56.88,5688.08,9,4,44.4,10000,15688.08
273,CESC,ST73,56.02,5602.37,8,5,62.5,10000,15602.37
274,AUBANK,ST73,55.69,5568.67,9,6,66.7,10000,15568.67
275,KWIL,ST72,55.57,5557.46,3,3,100.0,10000,15557.46
276,BOSCH-HCIL,ST73,55.5,5550.32,7,4,57.1,10000,15550.32
277,NEWGEN,ST72,55.49,5549.21,15,8,53.3,10000,15549.21
278,STYRENIX,ST73,55.08,5507.86,7,3,42.9,10000,15507.86
279,HCLTECH,ST73,55.07,5506.61,7,5,71.4,10000,15506.61
280,MOTILALOFS,ST73,55.01,5500.51,10,7,70.0,10000,15500.51
281,RISHABH,ST73,54.97,5496.87,8,2,25.0,10000,15496.87
282,NUVAMA,ST73,54.92,5492.26,9,5,55.6,10000,15492.26
283,SOBHA,ST72,54.81,5481.01,15,7,46.7,10000,15481.01
284,APOLLO,ST72,54.57,5457.49,20,6,30.0,10000,15457.49
285,STYL,ST73,54.53,5453.06,1,1,100.0,10000,15453.06
286,SUPRIYA,ST72,54.49,5448.54,17,8,47.1,10000,15448.54
287,KTKBANK,ST73,53.39,5338.83,8,5,62.5,10000,15338.83
288,AZAD,ST72,52.89,5288.9,16,6,37.5,10000,15288.9
289,BLUESTONE,ST73,52.02,5202.2,3,1,33.3,10000,15202.2
290,UNOMINDA,ST72,51.96,5196.5,18,7,38.9,10000,15196.5
291,AYE,ST73,51.82,5182.45,1,1,100.0,10000,15182.45
292,LUPIN,ST73,51.63,5162.77,7,4,57.1,10000,15162.77
293,TMB,ST73,51.14,5114.34,7,4,57.1,10000,15114.34
294,FOSECOIND,ST73,51.07,5107.31,7,3,42.9,10000,15107.31
295,KRN,ST73,50.99,5099.05,5,2,40.0,10000,15099.05
296,AMAGI,ST73,50.8,5080.05,1,1,100.0,10000,15080.05
297,ANUP,ST72,50.41,5041.21,15,6,40.0,10000,15041.21
298,PARAGMILK,ST73,50.41,5041.47,8,4,50.0,10000,15041.47
299,THERMAX,ST73,50.18,5017.64,8,2,25.0,10000,15017.64
300,ZYDUSLIFE,ST73,50.09,5009.07,8,4,50.0,10000,15009.07
301,JUBLCPL,ST73,49.57,4957.0,4,2,50.0,10000,14957.0
302,SANGHVIMOV,ST73,49.1,4910.29,8,3,37.5,10000,14910.29
303,CHENNPETRO,ST73,48.78,4878.38,9,4,44.4,10000,14878.38
304,ADANIGREEN,ST72,48.66,4866.25,16,5,31.2,10000,14866.25
305,KINGFA,ST73,48.39,4839.0,8,5,62.5,10000,14839.0
306,HYUNDAI,ST73,48.34,4833.76,3,2,66.7,10000,14833.76
307,PRICOLLTD,ST73,48.19,4819.43,8,4,50.0,10000,14819.43
308,HEROMOTOCO,ST72,48.17,4817.39,18,8,44.4,10000,14817.39
309,JKTYRE,ST72,48.15,4815.37,17,5,29.4,10000,14815.37
310,FIEMIND,ST73,48.07,4807.1,9,5,55.6,10000,14807.1
311,AETHER,ST72,47.89,4788.7,12,7,58.3,10000,14788.7
312,SPARC,ST72,47.71,4771.31,15,6,40.0,10000,14771.31
313,BHARATFORG,ST72,47.57,4757.43,16,10,62.5,10000,14757.43
314,JUBLINGREA,ST72,47.2,4720.0,14,7,50.0,10000,14720.0
315,ADANIPORTS,ST73,46.89,4688.79,10,4,40.0,10000,14688.79
316,SUNDRMFAST,ST73,46.81,4681.17,5,3,60.0,10000,14681.17
317,INTELLECT,ST72,46.36,4635.61,13,7,53.8,10000,14635.61
318,TIIL,ST72,46.25,4625.07,17,8,47.1,10000,14625.07
319,CGPOWER,ST73,46.1,4609.5,9,5,55.6,10000,14609.5
320,GENUSPOWER,ST73,45.96,4596.16,9,5,55.6,10000,14596.16
321,COHANCE,ST73,45.89,4589.4,5,2,40.0,10000,14589.4
322,UFLEX,ST73,45.44,4544.38,9,4,44.4,10000,14544.38
323,VESUVIUS,ST72,45.41,4540.87,13,6,46.2,10000,14540.87
324,KPIGREEN,ST72,45.02,4502.44,21,8,38.1,10000,14502.44
325,TIMETECHNO,ST73,45.01,4500.66,8,3,37.5,10000,14500.66
326,MAHSCOOTER,ST73,45.0,4499.73,7,3,42.9,10000,14499.73
327,GUJALKALI,ST72,44.76,4476.32,14,6,42.9,10000,14476.32
328,EXIDEIND,ST73,44.58,4458.16,9,3,33.3,10000,14458.16
329,NITINSPIN,ST73,44.39,4439.05,8,4,50.0,10000,14439.05
330,URBANCO,ST72,44.25,4424.68,3,2,66.7,10000,14424.68
331,LODHA,ST72,44.16,4416.44,19,8,42.1,10000,14416.44
332,RAIN,ST72,43.64,4363.59,20,8,40.0,10000,14363.59
333,SEAMECLTD,ST73,43.62,4362.27,6,3,50.0,10000,14362.27
334,SOLARA,ST72,43.57,4356.81,17,9,52.9,10000,14356.81
335,PITTIENG,ST73,43.19,4319.47,8,3,37.5,10000,14319.47
336,TVSHLTD,ST72,42.47,4247.03,16,6,37.5,10000,14247.03
337,EMUDHRA,ST73,42.26,4225.83,6,3,50.0,10000,14225.83
338,UNIMECH,ST73,42.19,4218.95,5,2,40.0,10000,14218.95
339,IPCALAB,ST72,42.16,4216.05,15,8,53.3,10000,14216.05
340,SBCL,ST73,41.89,4188.83,9,2,22.2,10000,14188.83
341,CUB,ST72,41.73,4173.11,17,8,47.1,10000,14173.11
342,TIMEX,ST72,41.57,4157.35,2,2,100.0,10000,14157.35
343,VISHNU,ST72,41.5,4150.34,16,8,50.0,10000,14150.34
344,TECHM,ST72,41.41,4140.78,15,6,40.0,10000,14140.78
345,SARDAEN,ST72,41.05,4104.61,16,9,56.2,10000,14104.61
346,OIL,ST72,40.76,4075.78,17,6,35.3,10000,14075.78
347,ASAHIINDIA,ST73,40.38,4037.92,6,3,50.0,10000,14037.92
348,BLUESTARCO,ST72,40.25,4024.61,19,11,57.9,10000,14024.61
349,STAR,ST72,39.98,3997.77,14,6,42.9,10000,13997.77
350,DCBBANK,ST73,39.97,3996.71,10,4,40.0,10000,13996.71
351,MUTHOOTFIN,ST72,39.94,3994.06,18,9,50.0,10000,13994.06
352,DHANUKA,ST72,39.91,3991.32,13,5,38.5,10000,13991.32
353,RAINBOW,ST73,39.78,3977.71,5,4,80.0,10000,13977.71
354,KSCL,ST72,39.53,3953.02,14,4,28.6,10000,13953.02
355,TATACONSUM,ST72,39.51,3951.46,10,6,60.0,10000,13951.46
356,REDINGTON,ST73,39.26,3926.19,9,4,44.4,10000,13926.19
357,INDHOTEL,ST73,39.21,3920.56,9,4,44.4,10000,13920.56
358,SENCO,ST72,39.07,3907.44,20,7,35.0,10000,13907.44
359,BAJAJCON,ST73,38.8,3879.5,12,5,41.7,10000,13879.5
360,MANAPPURAM,ST72,38.68,3867.92,17,8,47.1,10000,13867.92
361,VBL,ST72,38.61,3861.22,14,7,50.0,10000,13861.22
362,GUJTHEM,ST72,38.29,3829.03,7,4,57.1,10000,13829.03
363,IDFCFIRSTB,ST73,38.22,3822.39,7,3,42.9,10000,13822.39
364,EDELWEISS,ST72,38.02,3801.98,18,9,50.0,10000,13801.98
