rank,ticker,st_config,pct_return,total_pnl,total_trades,winning_trades,win_pct,capital_used,final_capital
43,MOREPENLAB,ST72,210.09,21009.37,16,8,50.0,10000,31009.37
44,NACLIND,ST73,209.89,20988.63,7,3,42.9,10000,30988.63
45,AVALON,ST73,207.18,20717.9,8,4,50.0,10000,30717.9
46,INDOTECH,ST72,206.55,20654.81,24,13,54.2,10000,30654.81
47,WABAG,ST73,206.07,20607.04,8,3,37.5,10000,30607.04
48,RAMRAT,ST73,203.21,20321.29,8,5,62.5,10000,30321.29
49,TBZ,ST73,203.06,20306.17,10,3,30.0,10000,30306.17
50,YATHARTH,ST73,199.73,19973.06,7,5,71.4,10000,29973.06
51,COCHINSHIP,ST73,195.58,19557.51,10,4,40.0,10000,29557.51
52,OPTIEMUS,ST73,190.38,19037.85,6,3,50.0,10000,29037.85
53,SUVEN,ST73,187.52,18751.79,9,4,44.4,10000,28751.79
54,MANORAMA,ST73,186.73,18672.57,8,4,50.0,10000,28672.57
55,APARINDS,ST72,183.95,18395.16,17,9,52.9,10000,28395.16
56,PGIL,ST73,180.57,18057.31,7,5,71.4,10000,28057.31
57,SHAILY,ST72,180.43,18042.95,16,9,56.2,10000,28042.95
58,NETWEB,ST73,178.14,17813.79,10,5,50.0,10000,27813.79
59,DEEPAKFERT,ST73,171.21,17120.68,7,4,57.1,10000,27120.68
60,KIRLOSENG,ST72,170.8,17080.15,17,9,52.9,10000,27080.15
61,TSFINV,ST73,169.65,16965.41,8,7,87.5,10000,26965.41
62,GALLANTT,ST73,168.48,16847.81,11,6,54.5,10000,26847.81
63,SHAKTIPUMP,ST72,167.01,16701.32,19,8,42.1,10000,26701.32
64,SETL,ST72,166.98,16697.81,7,3,42.9,10000,26697.81
65,SJS,ST73,166.82,16681.57,6,5,83.3,10000,26681.57
66,PARAS,ST73,165.91,16590.89,9,4,44.4,10000,26590.89
67,SUDARSCHEM,ST73,165.6,16560.45,6,4,66.7,10000,26560.45
68,SHREEJISPG,ST72,164.62,16462.26,4,4,100.0,10000,26462.26
69,GRSE,ST73,163.26,16325.64,9,3,33.3,10000,26325.64
70,REFEX,ST73,158.36,15835.79,9,4,44.4,10000,25835.79
71,SCHNEIDER,ST73,157.77,15776.7,9,4,44.4,10000,25776.7
72,KRISHANA,ST73,155.57,15556.6,9,5,55.6,10000,25556.6
73,ZOTA,ST73,155.28,15527.93,7,5,71.4,10000,25527.93
74,INNOVACAP,ST73,153.03,15303.11,4,2,50.0,10000,25303.11
75,PARADEEP,ST73,151.28,15128.22,6,4,66.7,10000,25128.22
76,BALUFORGE,ST72,150.75,15075.46,14,6,42.9,10000,25075.46
77,RUBICON,ST72,149.01,14901.21,1,1,100.0,10000,24901.21
78,BLISSGVS,ST72,147.86,14785.77,17,9,52.9,10000,24785.77
79,OFSS,ST72,147.81,14780.81,16,9,56.2,10000,24780.81
80,CHOICEIN,ST73,147.72,14772.15,9,6,66.7,10000,24772.15
81,MCX,ST73,147.6,14759.69,9,6,66.7,10000,24759.69
82,NATIONALUM,ST73,143.51,14351.24,10,7,70.0,10000,24351.24
83,VADILALIND,ST73,140.1,14010.07,9,3,33.3,10000,24010.07
84,MANINDS,ST72,139.17,13917.39,18,10,55.6,10000,23917.39
85,ASTERDM,ST72,138.07,13807.39,12,8,66.7,10000,23807.39
86,INOXGREEN,ST73,137.87,13786.7,9,5,55.6,10000,23786.7
87,HINDPETRO,ST72,136.93,13692.8,17,9,52.9,10000,23692.8
88,FORTIS,ST73,136.29,13628.96,6,4,66.7,10000,23628.96
89,MAXESTATES,ST73,134.68,13467.6,7,4,57.1,10000,23467.6
90,ABDL,ST73,134.25,13424.76,6,4,66.7,10000,23424.76
91,HINDCOPPER,ST73,133.41,13340.54,9,3,33.3,10000,23340.54
92,JSWHL,ST72,133.37,13337.15,14,6,42.9,10000,23337.15
93,GABRIEL,ST73,131.89,13188.65,7,4,57.1,10000,23188.65
94,DEEDEV,ST72,131.38,13138.23,10,5,50.0,10000,23138.23
95,CAPLIPOINT,ST73,130.1,13009.86,6,3,50.0,10000,23009.86
96,RADICO,ST73,129.83,12983.49,7,5,71.4,10000,22983.49
97,VOLTAMP,ST73,129.72,12971.69,10,4,40.0,10000,22971.69
98,CRAFTSMAN,ST72,129.25,12924.7,12,8,66.7,10000,22924.7
99,SOTL,ST73,128.45,12845.17,7,4,57.1,10000,22845.17
100,WOCKPHARMA,ST72,127.55,12755.14,22,9,40.9,10000,22755.14
101,VSSL,ST73,127.19,12718.88,5,3,60.0,10000,22718.88
102,WINDMACHIN,ST73,125.49,12549.04,8,3,37.5,10000,22549.04
103,IOLCP,ST73,124.98,12497.72,9,2,22.2,10000,22497.72
104,HINDZINC,ST72,124.86,12485.51,19,8,42.1,10000,22485.51
105,TECHNOE,ST72,124.63,12462.52,15,7,46.7,10000,22462.52
106,KSL,ST72,124.05,12404.51,16,8,50.0,10000,22404.51
107,CARTRADE,ST72,122.41,12240.95,18,7,38.9,10000,22240.95
108,PREMEXPLN,ST73,121.7,12169.83,10,6,60.0,10000,22169.83
109,HFCL,ST73,120.94,12094.44,9,3,33.3,10000,22094.44
110,TATAINVEST,ST72,120.74,12074.04,18,7,38.9,10000,22074.04
111,KMEW,ST73,120.55,12055.15,3,3,100.0,10000,22055.15
112,SYRMA,ST72,120.05,12005.14,19,9,47.4,10000,22005.14
113,FORCEMOT,ST73,119.45,11945.24,9,3,33.3,10000,21945.24
114,INOXINDIA,ST73,117.15,11715.09,6,3,50.0,10000,21715.09
115,THYROCARE,ST73,116.05,11605.06,8,6,75.0,10000,21605.06
116,SMSPHARMA,ST73,115.65,11564.97,8,7,87.5,10000,21564.97
117,RPOWER,ST73,115.63,11563.08,9,6,66.7,10000,21563.08
118,JUBLPHARMA,ST73,115.56,11555.7,7,5,71.4,10000,21555.7
119,SANSERA,ST73,114.61,11461.11,10,7,70.0,10000,21461.11
120,FILATEX,ST73,113.41,11340.64,9,5,55.6,10000,21340.64
121,ZENTEC,ST72,113.27,11326.62,17,9,52.9,10000,21326.62
122,GLAXO,ST73,113.05,11305.04,7,5,71.4,10000,21305.04
123,ASTRAMICRO,ST72,112.68,11268.05,17,9,52.9,10000,21268.05
124,ANTELOPUS,ST73,112.37,11236.7,8,5,62.5,10000,21236.7
125,HUDCO,ST73,110.43,11042.94,8,4,50.0,10000,21042.94
126,PPLPHARMA,ST72,108.74,10874.27,13,5,38.5,10000,20874.27
127,MARKSANS,ST72,108.06,10806.01,16,8,50.0,10000,20806.01
128,TDPOWERSYS,ST72,108.01,10801.18,17,8,47.1,10000,20801.18
129,KSHINTL,ST72,108.0,10800.4,3,3,100.0,10000,20800.4
130,STEELCAS,ST73,106.79,10679.37,4,3,75.0,10000,20679.37
131,POLICYBZR,ST72,106.54,10654.05,13,8,61.5,10000,20654.05
132,SPECTRUM,ST72,105.32,10532.05,19,9,47.4,10000,20532.05
133,LAURUSLABS,ST72,105.04,10503.61,19,9,47.4,10000,20503.61
134,THANGAMAYL,ST72,104.99,10498.54,17,7,41.2,10000,20498.54
135,PRECWIRE,ST73,104.78,10477.6,9,6,66.7,10000,20477.6
136,DIVISLAB,ST73,104.73,10472.78,7,5,71.4,10000,20472.78
137,AEROFLEX,ST73,102.95,10295.01,9,3,33.3,10000,20295.01
138,SHARDACROP,ST72,102.29,10228.88,15,8,53.3,10000,20228.88
139,AGIIL,ST73,102.28,10228.42,5,3,60.0,10000,20228.42
140,ARVIND,ST73,101.27,10126.65,6,4,66.7,10000,20126.65
141,ADANIPOWER,ST73,100.83,10082.57,7,4,57.1,10000,20082.57
142,SWSOLAR,ST72,100.52,10051.62,13,6,46.2,10000,20051.62
143,ATHERENERG,ST73,100.46,10045.6,2,1,50.0,10000,20045.6
144,MOTHERSON,ST73,100.39,10039.32,10,7,70.0,10000,20039.32
145,IIFL,ST73,100.38,10037.93,6,4,66.7,10000,20037.93
146,KIMS,ST73,98.67,9866.64,5,4,80.0,10000,19866.64
147,CYIENTDLM,ST73,98.33,9832.7,8,3,37.5,10000,19832.7
148,ETERNAL,ST72,97.8,9779.54,17,9,52.9,10000,19779.54
149,GLENMARK,ST73,97.73,9772.55,10,4,40.0,10000,19772.55
150,HERITGFOOD,ST72,96.67,9666.54,15,8,53.3,10000,19666.54
151,RRKABEL,ST73,95.5,9549.51,7,5,71.4,10000,19549.51
152,NAVA,ST72,95.33,9532.54,14,6,42.9,10000,19532.54
153,HINDALCO,ST72,94.97,9496.62,16,11,68.8,10000,19496.62
154,NRBBEARING,ST73,94.85,9485.22,7,2,28.6,10000,19485.22
155,SGMART,ST72,94.17,9416.9,3,2,66.7,10000,19416.9
156,EBGNG,ST73,94.04,9404.1,3,2,66.7,10000,19404.1
157,GLAND,ST72,93.97,9397.37,10,4,40.0,10000,19397.37
158,PFOCUS,ST73,93.12,9311.71,9,6,66.7,10000,19311.71
159,IFBIND,ST72,92.78,9278.05,15,9,60.0,10000,19278.05
160,ELECTCAST,ST72,92.2,9219.67,15,7,46.7,10000,19219.67
161,COFORGE,ST73,90.33,9033.38,10,7,70.0,10000,19033.38
162,CUMMINSIND,ST72,89.73,8972.85,14,6,42.9,10000,18972.85
163,WHEELS,ST73,89.37,8936.57,10,5,50.0,10000,18936.57
164,JSLL,ST72,89.17,8916.57,17,8,47.1,10000,18916.57
165,TARC,ST72,88.68,8867.98,14,7,50.0,10000,18867.98
166,UNICHEMLAB,ST73,87.9,8789.6,5,2,40.0,10000,18789.6
167,ATLANTAELE,ST73,86.38,8638.3,2,1,50.0,10000,18638.3
168,SOLARINDS,ST73,86.18,8617.54,7,4,57.1,10000,18617.54
169,MSTCLTD,ST72,85.75,8575.39,18,8,44.4,10000,18575.39
170,AMBER,ST72,85.19,8518.6,18,10,55.6,10000,18518.6
171,ACMESOLAR,ST73,84.94,8494.35,4,2,50.0,10000,18494.35
172,HAL,ST72,84.36,8435.96,19,8,42.1,10000,18435.96
173,RATEGAIN,ST73,84.35,8435.25,8,4,50.0,10000,18435.25
174,SPLPETRO,ST72,84.18,8418.34,16,8,50.0,10000,18418.34
175,PRIVISCL,ST72,84.09,8409.48,14,9,64.3,10000,18409.48
176,TIPSMUSIC,ST73,83.95,8395.05,6,4,66.7,10000,18395.05
177,NYKAA,ST73,83.06,8305.76,7,4,57.1,10000,18305.76
178,BDL,ST72,82.99,8298.92,20,8,40.0,10000,18298.92
179,ASHAPURMIN,ST72,82.96,8295.55,17,9,52.9,10000,18295.55
180,ABSLAMC,ST73,82.93,8293.44,8,4,50.0,10000,18293.44
181,MBAPL,ST72,82.66,8266.41,13,6,46.2,10000,18266.41
182,PRESTIGE,ST72,82.65,8264.87,16,8,50.0,10000,18264.87
183,IMFA,ST73,82.29,8228.79,8,4,50.0,10000,18228.79
184,RPTECH,ST72,82.01,8201.09,12,4,33.3,10000,18201.09
185,PTCIL,ST72,81.98,8198.45,13,7,53.8,10000,18198.45
186,PGEL,ST73,81.53,8153.05,10,3,30.0,10000,18153.05
187,DPABHUSHAN,ST73,81.08,8108.5,9,3,33.3,10000,18108.5
188,GANESHHOU,ST73,80.97,8097.49,7,4,57.1,10000,18097.49
189,PNBHOUSING,ST73,80.23,8023.46,6,5,83.3,10000,18023.46
190,HAPPYFORGE,ST72,79.72,7972.11,12,6,50.0,10000,17972.11
191,LTFOODS,ST72,79.3,7929.88,16,8,50.0,10000,17929.88
192,GRAPHITE,ST73,79.17,7917.44,8,5,62.5,10000,17917.44
193,NAZARA,ST73,79.08,7908.42,5,3,60.0,10000,17908.42
194,ASKAUTOLTD,ST73,78.38,7838.18,7,3,42.9,10000,17838.18
195,AXISCADES,ST72,77.81,7781.4,19,9,47.4,10000,17781.4
196,CPPLUS,ST73,77.35,7734.91,3,2,66.7,10000,17734.91
197,GMRP&UI,ST73,77.18,7718.13,11,2,18.2,10000,17718.13
198,BHEL,ST73,77.16,7716.23,11,5,45.5,10000,17716.23
199,KALYANKJIL,ST72,76.08,7607.9,17,7,41.2,10000,17607.9
200,GRANULES,ST73,76.0,7599.9,9,5,55.6,10000,17599.9
201,ZYDUSWELL,ST72,75.78,7578.29,12,6,50.0,10000,17578.29
202,SENORES,ST72,75.0,7500.15,8,6,75.0,10000,17500.15
203,VIJAYA,ST72,74.75,7474.51,15,7,46.7,10000,17474.51
204,PAISALO,ST72,74.72,7472.24,13,6,46.2,10000,17472.24
205,AEGISLOG,ST72,74.43,7443.26,19,7,36.8,10000,17443.26
206,DEEPINDS,ST73,73.28,7327.65,7,3,42.9,10000,17327.65
207,INOXWIND,ST72,72.26,7225.55,20,6,30.0,10000,17225.55
208,LLOYDSME,ST73,71.65,7164.93,9,5,55.6,10000,17164.93
209,GODREJIND,ST72,71.37,7137.25,16,10,62.5,10000,17137.25
210,MANYAVAR,ST72,71.29,7129.03,7,4,57.1,10000,17129.03
211,INDUSTOWER,ST73,71.21,7120.76,7,4,57.1,10000,17120.76
212,GOLDIAM,ST73,70.62,7062.38,7,2,28.6,10000,17062.38
213,NEULANDLAB,ST72,70.6,7060.03,10,4,40.0,10000,17060.03
214,WELENT,ST73,70.57,7056.55,10,4,40.0,10000,17056.55
215,UTLSOLAR,ST72,70.32,7031.89,4,3,75.0,10000,17031.89
216,MEDANTA,ST72,70.2,7019.7,16,7,43.8,10000,17019.7
217,BRIGADE,ST72,69.86,6985.64,16,9,56.2,10000,16985.64
218,BEPL,ST73,68.95,6895.43,7,3,42.9,10000,16895.43
219,UNIPARTS,ST73,68.53,6852.6,7,3,42.9,10000,16852.6
220,SHRIRAMFIN,ST73,68.45,6845.3,11,6,54.5,10000,16845.3
221,SAILIFE,ST73,68.14,6813.5,3,2,66.7,10000,16813.5
222,TORNTPHARM,ST73,67.14,6714.03,7,5,71.4,10000,16714.03
223,ETHOSLTD,ST72,66.7,6670.17,15,7,46.7,10000,16670.17
224,IOC,ST72,66.54,6653.94,17,6,35.3,10000,16653.94
225,ANGELONE,ST72,66.11,6610.59,20,7,35.0,10000,16610.59
226,BAJAJ-AUTO,ST72,66.0,6600.16,17,10,58.8,10000,16600.16
227,VINDHYATEL,ST72,65.59,6558.78,15,6,40.0,10000,16558.78
228,PERSISTENT,ST72,65.53,6552.51,18,9,50.0,10000,16552.51
229,BALRAMCHIN,ST73,65.0,6499.95,7,3,42.9,10000,16499.95
230,SHADOWFAX,ST72,64.61,6461.2,2,1,50.0,10000,16461.2
231,SANDUMA,ST73,64.41,6440.86,9,4,44.4,10000,16440.86
232,SUZLON,ST72,64.35,6434.93,20,7,35.0,10000,16434.93
233,HSCL,ST72,63.96,6395.87,17,8,47.1,10000,16395.87
234,LLOYDSENT,ST72,63.88,6387.82,11,5,45.5,10000,16387.82
235,NOVARTIND,ST72,63.52,6352.5,3,2,66.7,10000,16352.5
236,ENDURANCE,ST72,63.35,6334.84,12,6,50.0,10000,16334.84
237,TI,ST73,62.91,6291.38,10,5,50.0,10000,16291.38
238,EPIGRAL,ST72,62.77,6277.4,13,8,61.5,10000,16277.4
239,FOSECOIND,ST73,62.66,6266.24,6,3,50.0,10000,16266.24
240,PCBL,ST72,62.55,6255.35,18,10,55.6,10000,16255.35
241,QUESS,ST73,62.39,6238.73,5,2,40.0,10000,16238.73
242,INDIACEM,ST72,62.25,6224.7,14,6,42.9,10000,16224.7
243,RVNL,ST72,62.2,6220.18,19,8,42.1,10000,16220.18
244,BLUEJET,ST73,62.14,6213.64,7,3,42.9,10000,16213.64
245,POLYCAB,ST73,61.78,6178.03,9,5,55.6,10000,16178.03
246,FEDERALBNK,ST72,61.32,6132.14,15,8,53.3,10000,16132.14
247,CARERATING,ST73,61.13,6112.82,7,4,57.1,10000,16112.82
248,BEL,ST72,60.89,6089.36,20,11,55.0,10000,16089.36
249,MTARTECH,ST72,60.89,6089.3,20,6,30.0,10000,16089.3
250,HONASA,ST73,60.44,6044.19,6,3,50.0,10000,16044.19
251,ABCAPITAL,ST73,59.94,5993.56,9,4,44.4,10000,15993.56
252,ECLERX,ST72,59.82,5981.6,16,7,43.8,10000,15981.6
253,RAYMOND,ST72,59.81,5980.98,14,7,50.0,10000,15980.98
254,BASF,ST73,59.76,5976.26,6,3,50.0,10000,15976.26
255,AEQUS,ST73,59.74,5974.02,1,1,100.0,10000,15974.02
256,MRPL,ST72,59.72,5972.4,16,5,31.2,10000,15972.4
257,SUDEEPPHRM,ST72,59.31,5930.91,4,2,50.0,10000,15930.91
258,TITAGARH,ST72,59.13,5912.75,16,9,56.2,10000,15912.75
259,EIDPARRY,ST73,59.02,5902.2,7,3,42.9,10000,15902.2
260,TVSMOTOR,ST73,58.87,5887.48,7,3,42.9,10000,15887.48
261,AYE,ST73,58.3,5830.15,1,1,100.0,10000,15830.15
262,LTF,ST73,57.81,5781.25,8,5,62.5,10000,15781.25
263,GRAVITA,ST72,57.7,5770.16,18,6,33.3,10000,15770.16
264,ABB,ST72,56.98,5697.63,19,10,52.6,10000,15697.63
265,BPCL,ST73,56.88,5688.07,9,4,44.4,10000,15688.07
266,KIRLOSIND,ST72,56.46,5645.68,12,6,50.0,10000,15645.68
267,CESC,ST73,56.02,5602.37,8,5,62.5,10000,15602.37
268,LALPATHLAB,ST73,56.0,5600.38,8,4,50.0,10000,15600.38
269,BOSCH-HCIL,ST73,55.87,5587.22,7,4,57.1,10000,15587.22
270,KWIL,ST72,55.57,5557.46,3,3,100.0,10000,15557.46
271,AUBANK,ST73,55.45,5544.88,9,6,66.7,10000,15544.88
272,RML,ST72,55.42,5542.03,15,7,46.7,10000,15542.03
273,ZYDUSLIFE,ST73,55.41,5540.78,8,4,50.0,10000,15540.78
274,SUPRIYA,ST72,55.26,5525.88,17,8,47.1,10000,15525.88
275,STYRENIX,ST73,55.08,5507.86,7,3,42.9,10000,15507.86
276,HCLTECH,ST73,55.07,5506.61,7,5,71.4,10000,15506.61
277,PRABHA,ST72,54.85,5484.54,5,2,40.0,10000,15484.54
278,SOBHA,ST72,54.81,5481.01,15,7,46.7,10000,15481.01
279,VMART,ST72,54.35,5435.25,13,6,46.2,10000,15435.25
280,MOTILALOFS,ST73,54.26,5425.51,10,7,70.0,10000,15425.51
281,VIYASH,ST72,54.1,5409.56,17,7,41.2,10000,15409.56
282,TCPLPACK,ST72,53.72,5372.28,12,5,41.7,10000,15372.28
283,SIEMENS,ST72,52.23,5222.67,15,6,40.0,10000,15222.67
284,UNOMINDA,ST72,51.96,5196.49,19,7,36.8,10000,15196.49
285,ADANIPORTS,ST73,51.64,5163.99,10,5,50.0,10000,15163.99
286,LUPIN,ST73,51.63,5162.77,7,4,57.1,10000,15162.77
287,NUVAMA,ST73,51.39,5138.66,9,5,55.6,10000,15138.66
288,MAHSCOOTER,ST73,51.31,5130.74,7,3,42.9,10000,15130.74
289,AMAGI,ST73,50.8,5080.05,1,1,100.0,10000,15080.05
290,PARAGMILK,ST73,50.41,5041.47,8,4,50.0,10000,15041.47
291,ANUP,ST72,50.41,5041.21,15,6,40.0,10000,15041.21
292,SGFIN,ST73,50.35,5034.75,2,1,50.0,10000,15034.75
293,THERMAX,ST73,50.18,5017.64,8,2,25.0,10000,15017.64
294,PRICOLLTD,ST73,49.35,4935.33,8,4,50.0,10000,14935.33
295,SANGHVIMOV,ST73,49.1,4910.3,8,3,37.5,10000,14910.3
296,KENNAMET,ST73,48.86,4886.49,1,1,100.0,10000,14886.49
297,TMB,ST73,48.72,4871.94,7,4,57.1,10000,14871.94
298,ADANIGREEN,ST72,48.66,4866.25,17,5,29.4,10000,14866.25
299,HYUNDAI,ST73,48.57,4856.56,3,2,66.7,10000,14856.56
300,HEROMOTOCO,ST72,48.17,4817.39,18,8,44.4,10000,14817.39
301,JKTYRE,ST72,48.15,4815.37,17,5,29.4,10000,14815.37
302,FIEMIND,ST73,48.07,4807.1,9,5,55.6,10000,14807.1
303,SPARC,ST72,47.71,4771.31,15,6,40.0,10000,14771.31
304,BHARATFORG,ST72,47.57,4757.43,16,10,62.5,10000,14757.43
305,JUBLINGREA,ST72,47.2,4720.0,14,7,50.0,10000,14720.0
306,EMUDHRA,ST73,47.0,4699.63,7,4,57.1,10000,14699.63
307,CUB,ST72,46.98,4698.25,17,8,47.1,10000,14698.25
308,KTKBANK,ST73,46.5,4650.4,8,5,62.5,10000,14650.4
309,INTELLECT,ST72,46.36,4635.61,13,7,53.8,10000,14635.61
310,VESUVIUS,ST72,45.41,4540.87,13,6,46.2,10000,14540.87
311,COHANCE,ST73,45.17,4516.8,5,2,40.0,10000,14516.8
312,TIIL,ST72,45.11,4511.07,17,8,47.1,10000,14511.07
313,KPIGREEN,ST72,45.02,4502.44,21,8,38.1,10000,14502.44
314,IPCALAB,ST72,44.87,4486.95,15,8,53.3,10000,14486.95
315,TIMETECHNO,ST73,44.85,4484.71,8,3,37.5,10000,14484.71
316,EXIDEIND,ST73,44.58,4458.16,9,3,33.3,10000,14458.16
317,STYL,ST73,44.31,4431.06,1,1,100.0,10000,14431.06
318,UNIMECH,ST73,44.28,4427.75,5,2,40.0,10000,14427.75
319,URBANCO,ST72,44.25,4424.68,3,2,66.7,10000,14424.68
320,LODHA,ST72,44.16,4416.44,19,8,42.1,10000,14416.44
321,SBCL,ST73,43.08,4308.42,9,2,22.2,10000,14308.42
322,AETHER,ST72,42.74,4273.9,12,7,58.3,10000,14273.9
323,UFLEX,ST73,42.68,4268.23,9,4,44.4,10000,14268.23
324,TVSHLTD,ST72,42.47,4247.03,16,6,37.5,10000,14247.03
325,SOLARA,ST72,42.22,4221.91,17,9,52.9,10000,14221.91
326,SUNDRMFAST,ST73,42.21,4221.37,5,3,60.0,10000,14221.37
327,EDELWEISS,ST72,41.99,4199.26,18,9,50.0,10000,14199.26
328,INDHOTEL,ST73,41.91,4191.31,9,4,44.4,10000,14191.31
329,APOLLO,ST72,41.74,4174.09,20,5,25.0,10000,14174.09
330,AUROPHARMA,ST73,41.71,4170.81,9,5,55.6,10000,14170.81
331,TIMEX,ST72,41.57,4157.35,3,2,66.7,10000,14157.35
332,REDINGTON,ST73,41.41,4141.44,9,4,44.4,10000,14141.44
333,TECHM,ST72,41.41,4140.78,15,6,40.0,10000,14140.78
334,BLUESTONE,ST73,41.34,4133.75,3,1,33.3,10000,14133.75
335,VISHNU,ST72,41.19,4118.99,16,8,50.0,10000,14118.99
336,PITTIENG,ST73,40.46,4045.87,8,3,37.5,10000,14045.87
337,HBLENGINE,ST72,40.44,4043.7,24,11,45.8,10000,14043.7
338,KINGFA,ST73,40.4,4040.0,8,5,62.5,10000,14040.0
339,STAR,ST72,40.29,4028.58,14,6,42.9,10000,14028.58
340,MUTHOOTFIN,ST72,39.94,3994.06,18,9,50.0,10000,13994.06
341,SEAMECLTD,ST73,39.89,3989.47,6,3,50.0,10000,13989.47
342,GUJTHEM,ST72,39.81,3981.03,7,4,57.1,10000,13981.03
343,RAINBOW,ST73,39.78,3977.71,5,4,80.0,10000,13977.71
344,KSCL,ST72,39.53,3953.02,14,4,28.6,10000,13953.02
345,AZAD,ST72,39.52,3951.9,16,6,37.5,10000,13951.9
346,TATACONSUM,ST72,39.51,3951.46,10,6,60.0,10000,13951.46
347,DHANUKA,ST73,38.93,3893.5,7,4,57.1,10000,13893.5
348,MANAPPURAM,ST72,38.68,3867.92,17,8,47.1,10000,13867.92
349,VBL,ST72,38.61,3861.22,15,7,46.7,10000,13861.22
350,NITINSPIN,ST73,38.38,3838.45,8,4,50.0,10000,13838.45
351,GMMPFAUDLR,ST72,38.26,3825.94,17,6,35.3,10000,13825.94
352,IDFCFIRSTB,ST73,37.76,3775.99,7,3,42.9,10000,13775.99
353,LUXIND,ST73,37.73,3772.92,8,4,50.0,10000,13772.92
354,OIL,ST72,37.29,3728.58,17,6,35.3,10000,13728.58
355,SANATHAN,ST72,37.22,3721.6,6,4,66.7,10000,13721.6
356,NAUKRI,ST72,37.08,3707.87,16,6,37.5,10000,13707.87
357,ASAHIINDIA,ST73,36.91,3691.42,6,3,50.0,10000,13691.42
358,CGPOWER,ST73,36.9,3690.3,9,5,55.6,10000,13690.3
359,GENUSPOWER,ST73,36.81,3681.12,9,5,55.6,10000,13681.12
360,SUNPHARMA,ST72,36.76,3676.07,15,7,46.7,10000,13676.07
361,ASHOKLEY,ST73,36.38,3637.89,11,4,36.4,10000,13637.89
362,SHAREINDIA,ST72,35.94,3594.01,16,6,37.5,10000,13594.01
363,CASTROLIND,ST73,35.7,3570.18,9,4,44.4,10000,13570.18
364,LENSKART,ST73,35.38,3537.8,1,1,100.0,10000,13537.8
