ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
ETERNAL,288.65,266.9,275.9,275.25,288.35,20260722
CGPOWER,925.5,980.0,954.8,754.26,914.9,20260722
POWERINDIA,32845.0,35553.3,34349.7,25327.87,32626.0,20260722
MUTHOOTFIN,3116.0,2889.1,2945.5,3424.5,3044.56,20260722
GVT&D,4575.4,5053.8,4845.7,3743.55,4549.96,20260722
VEDL,264.95,275.9,268.6,517.01,264.44,20260722
NMDC,84.33,88.6,86.9,81.04,84.26,20260722
FORTIS,965.35,921.3,992.0,930.3,960.47,20260722
MCX,2823.5,2991.0,2714.4,2463.5,2812.78,20260722
SAIL,165.26,175.7,171.3,157.98,165.06,20260722
MAHABANK,81.45,87.5,85.1,68.12,81.03,20260722
COROMANDEL,2043.2,1903.1,1959.6,2118.25,2038.71,20260722
BERGEPAINT,504.55,530.5,516.9,503.28,495.34,20260722
TIINDIA,2950.4,3108.3,3030.1,2811.01,2920.95,20260722
APARINDS,13924.0,15479.1,14923.6,10621.76,13899.7,20260722
ANANDRATHI,2112.6,1954.1,2005.6,1640.44,2093.01,20260722
HONAUT,38420.0,37035.2,39447.4,33589.44,38389.64,20260722
AEGISVOPAK,285.18,239.1,254.9,230.43,280.75,20260722
TVSHLTD,15320.0,13728.8,14278.2,14167.0,14151.8,20260722
LALPATHLAB,1712.4,1594.5,1646.7,1498.94,1704.97,20260722
STLTECH,533.9,602.8,570.7,254.58,531.74,20260722
MSUMI,40.12,37.3,38.5,42.12,39.84,20260722
CREDITACC,1521.0,1426.4,1572.8,1324.96,1509.18,20260722
NETWEB,4351.1,4619.1,4471.0,3705.75,4301.01,20260722
KPIL,1339.1,1411.9,1376.7,1209.05,1326.57,20260722
GESHIP,1423.7,1509.2,1459.4,1280.07,1395.78,20260722
THANGAMAYL,6493.0,5603.6,5976.4,3837.19,6443.04,20260722
TRITURBINE,620.3,680.7,656.1,549.85,617.02,20260722
AETHER,1466.8,1306.3,1370.0,1026.16,1466.18,20260722
TDPOWERSYS,1162.1,1281.3,1220.8,910.54,1137.88,20260722
ASTRAMICRO,1759.2,1662.0,1841.1,1129.23,1752.72,20260722
CCL,1209.8,1124.7,1159.6,1030.98,1208.48,20260722
FRACTAL,861.8,938.4,904.3,nan,853.89,20260722
SKFINDUS,2815.3,2599.4,2864.2,nan,2757.79,20260722
VINATIORGA,1324.5,1275.0,1370.9,1469.16,1320.26,20260722
SPLPETRO,721.8,680.5,731.7,678.81,714.98,20260722
GRAVITA,1826.0,1657.8,1717.2,1658.34,1817.53,20260722
TRIDENT,26.3,24.8,26.4,25.77,25.45,20260722
TI,447.3,458.1,434.0,451.11,444.93,20260722
INTELLECT,757.2,697.9,725.3,840.69,757.2,20260722
SANOFICONR,4560.0,4405.4,4724.3,4479.82,4549.73,20260722
