ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
RELIANCE,1414.4,1429.5,1345.3,1447.5,1399.59,20260322
BHARTIARTL,1846.1,1914.8,1872.5,1974.8,1827.31,20260322
NTPC,380.95,364.0,367.4,336.72,380.77,20260322
JSWSTEEL,1169.6,1247.7,1210.1,1123.58,1167.12,20260322
TATASTEEL,196.77,205.8,198.7,174.14,192.28,20260322
TATACAP,317.1,333.9,325.9,nan,315.84,20260322
ABB,6297.0,5815.4,6025.9,5432.7,6266.55,20260322
LTM,4298.8,3959.0,4153.3,nan,4262.55,20260322
TECHM,1384.8,1442.6,1405.4,1517.85,1348.18,20260322
JINDALSTEL,1186.5,1254.0,1118.1,1040.96,1168.07,20260322
POWERINDIA,25025.0,23433.2,24138.6,19912.94,24795.0,20260322
DRREDDY,1298.9,1236.1,1261.5,1263.72,1296.73,20260322
LUPIN,2322.5,2212.7,2365.0,2046.79,2312.23,20260322
BHEL,262.05,278.9,270.3,254.85,257.99,20260322
LENSKART,526.2,461.9,483.6,nan,506.36,20260322
AUROPHARMA,1291.4,1190.1,1227.7,1148.63,1281.99,20260322
PERSISTENT,4716.7,5201.8,4998.7,5667.81,4689.82,20260322
NMDC,79.78,76.0,83.2,73.56,79.2,20260322
LLOYDSME,1245.8,1114.6,1129.7,1325.99,1192.62,20260322
SCHAEFFLER,4186.5,4271.0,3750.2,3979.62,4009.41,20260322
GICRE,372.15,389.7,379.1,375.23,366.28,20260322
IOB,33.72,34.7,33.8,37.54,32.91,20260322
UNOMINDA,1067.0,1149.8,1104.3,1196.15,1061.14,20260322
SUZLON,41.95,43.4,39.1,55.43,41.39,20260322
UPL,625.55,669.6,651.0,703.94,621.31,20260322
MAHABANK,65.49,71.1,68.4,58.52,65.08,20260322
TIINDIA,2537.3,2722.6,2618.4,2841.16,2535.18,20260322
FLUOROCHEM,3183.9,3385.2,3265.3,3497.59,3164.34,20260322
JBCHEPHARM,2138.6,1983.0,2030.1,1778.47,2110.4,20260322
SONACOMS,506.25,539.9,521.2,475.59,503.32,20260322
FORCEMOT,21585.0,24582.0,23153.0,18354.57,21196.5,20260322
SJVN,70.08,75.3,73.0,84.45,69.91,20260322
HEXT,439.45,477.3,455.7,713.71,427.98,20260322
ZFCVINDIA,13801.0,14685.5,14276.5,13832.45,13773.5,20260322
GILLETTE,8001.5,8496.9,8306.6,9098.21,7991.95,20260322
PFIZER,4773.5,5015.9,4890.8,5131.12,4738.65,20260322
PFOCUS,276.65,237.5,251.9,190.69,267.9,20260322
KIOCL,351.75,270.1,293.4,369.63,315.06,20260322
BAYERCROP,4717.5,4852.4,4300.7,4999.37,4527.3,20260322
SUMICHEM,387.0,418.2,406.6,496.49,386.94,20260322
NETWEB,3284.4,3732.1,3556.4,2934.23,3256.59,20260322
ATUL,6245.0,6838.9,6598.8,6377.47,6243.65,20260322
GMDCLTD,575.7,601.6,575.8,510.66,545.84,20260322
SAGILITY,39.06,42.9,41.2,46.05,38.63,20260322
GPIL,262.65,276.8,265.8,236.07,255.54,20260322
BELRISE,189.0,173.0,190.4,151.84,184.57,20260322
ANANTRAJ,465.85,499.3,478.7,567.05,462.61,20260322
SYNGENE,414.75,430.0,391.2,607.61,410.47,20260322
BIKAJI,629.7,650.4,634.0,719.24,616.17,20260322
AARTIIND,427.35,459.1,399.3,404.2,425.6,20260322
KAJARIACER,951.35,992.5,958.1,1093.32,932.77,20260322
CCL,1087.6,959.7,998.1,923.25,1045.29,20260322
CEATLTD,3537.5,3068.6,3271.3,3650.99,3495.2,20260322
FRACTAL,823.1,713.7,758.1,nan,809.04,20260322
INOXWIND,81.84,89.6,85.8,136.84,80.87,20260322
SHRIPISTON,3125.0,2801.2,2760.0,2727.46,2975.49,20260322
AKZOINDIA,2885.1,3008.6,2731.4,3246.31,2865.55,20260322
RUBICON,782.95,717.8,745.2,nan,771.7,20260322
ZENSARTECH,564.9,609.6,589.9,739.94,561.33,20260322
KIRLOSBROS,1561.4,1490.0,1474.7,1811.2,1557.17,20260322
FIRSTCRY,250.87,191.7,204.9,325.57,220.32,20260322
ALIVUS,949.8,844.5,880.4,942.19,937.58,20260322
GODREJAGRO,588.5,638.1,616.4,667.81,586.56,20260322
WELSPUNLIV,114.57,124.8,120.0,128.72,114.09,20260322
CLEANMAX,889.9,736.5,788.3,nan,876.45,20260322
UJJIVANSFB,53.36,58.1,48.1,51.52,53.03,20260322
OLAELEC,24.66,26.9,25.7,41.98,23.91,20260322
HONASA,289.2,293.8,259.4,287.99,279.22,20260322
RPOWER,22.62,25.6,24.3,43.11,22.52,20260322
STLTECH,188.56,155.0,168.7,119.12,185.89,20260322
VOLTAMP,8604.5,8226.9,9052.3,8076.82,8569.95,20260322
PARKHOSPS,199.16,175.3,184.9,nan,197.54,20260322
TARIL,285.15,263.5,300.1,398.21,282.29,20260322
ESABINDIA,5406.0,5712.5,5575.0,5341.17,5373.4,20260322
CARTRADE,1696.9,1898.3,1813.1,2348.28,1695.36,20260322
AEQUS,123.06,134.9,128.6,nan,122.54,20260322
TRIVENI,359.8,382.0,368.0,362.98,354.09,20260322
WABAG,1236.9,1172.0,1281.7,1391.87,1226.22,20260322
MARKSANS,170.05,181.7,175.8,194.56,168.37,20260322
IXIGO,173.54,181.6,175.3,237.32,166.23,20260322
MAHSEAMLES,564.75,519.1,534.2,603.54,555.83,20260322
NESCO,1055.4,1129.7,1092.3,1245.13,1053.86,20260322
