ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
INFY,1278.3,1328.6,1295.8,1504.74,1255.2,20260325
ONGC,268.05,286.7,278.6,239.29,266.36,20260325
ADANIPOWER,150.11,137.4,143.5,136.94,149.88,20260325
ETERNAL,237.94,247.0,218.3,291.1,228.58,20260325
ASIANPAINT,2217.3,2326.7,2267.0,2514.82,2208.8,20260325
POWERINDIA,25025.0,23433.2,24138.6,19962.82,24684.5,20260325
LUPIN,2331.8,2212.7,2365.0,2050.36,2311.03,20260325
BHEL,258.2,278.9,270.3,254.88,257.7,20260325
OIL,477.95,444.0,459.9,427.22,473.2,20260325
NHPC,76.54,77.7,73.6,80.09,75.76,20260325
PAYTM,1035.1,1097.9,979.2,1167.44,1024.72,20260325
LINDEINDIA,7393.5,6467.8,6467.4,6362.5,7081.55,20260325
SCHAEFFLER,3978.9,4271.0,3750.2,3976.62,3968.76,20260325
OFSS,6605.5,6917.6,6725.8,8136.08,6532.2,20260325
ABBOTINDIA,26800.0,28214.4,27474.6,29925.34,26585.5,20260325
APLAPOLLO,1974.4,2141.5,2062.7,1820.38,1960.26,20260325
NAM-INDIA,847.75,919.5,885.3,847.72,845.13,20260325
LAURUSLABS,992.6,1076.2,1036.0,925.35,989.02,20260325
MPHASIS,2116.8,2291.4,2215.9,2711.34,2108.28,20260325
JKCEMENT,5122.5,5428.5,5257.9,6058.34,5063.85,20260325
COFORGE,1110.1,1204.6,1152.4,1675.16,1098.5,20260325
NLCINDIA,259.35,267.6,243.3,246.37,259.25,20260325
DELHIVERY,418.9,440.1,426.4,428.56,412.2,20260325
EMCURE,1539.7,1408.7,1432.7,1403.47,1496.79,20260325
KPRMILL,837.45,915.4,771.9,1010.28,836.85,20260325
FORCEMOT,21485.0,24499.0,23153.0,18438.81,21093.5,20260325
GLAND,1670.2,1767.1,1710.4,1827.61,1636.34,20260325
AWL,180.14,162.0,170.2,244.2,177.69,20260325
IKS,1347.3,1445.5,1394.6,1585.36,1337.79,20260325
SHYAMMETL,787.35,832.8,807.9,869.91,780.69,20260325
SCHNEIDER,895.35,785.9,828.9,814.02,890.84,20260325
SAILIFE,999.15,916.0,1054.0,873.35,994.86,20260325
ANGELONE,230.44,241.6,214.2,252.68,223.21,20260325
BAYERCROP,4571.6,4852.4,4300.7,4990.23,4526.52,20260325
PNBHOUSING,782.25,834.1,745.0,904.72,778.79,20260325
PINELABS,166.18,184.9,177.3,nan,165.03,20260325
RBLBANK,296.6,318.6,309.3,286.36,296.26,20260325
KPITTECH,665.0,730.0,700.1,1140.09,663.22,20260325
BELRISE,193.66,173.0,171.9,152.75,183.55,20260325
GPIL,263.4,276.8,265.8,236.76,256.81,20260325
JYOTICNC,744.9,800.7,768.6,938.13,741.52,20260325
DCMSHRIRAM,1073.4,953.0,994.8,1208.29,1041.9,20260325
CGCL,169.46,172.8,159.4,181.61,168.77,20260325
NAVA,561.9,609.3,587.6,589.93,555.39,20260325
ELGIEQUIP,480.95,525.2,506.1,498.0,478.49,20260325
ACMESOLAR,249.1,215.4,229.7,255.4,246.16,20260325
CENTURYPLY,678.8,723.1,697.4,764.29,666.25,20260325
CARBORUNIV,764.0,818.5,794.8,886.52,763.4,20260325
ANURAS,1253.2,1328.9,1213.9,1184.12,1250.52,20260325
FRACTAL,821.05,713.7,758.1,nan,809.28,20260325
IGIL,326.45,304.5,300.9,342.99,324.85,20260325
JUBLPHARMA,860.35,906.0,874.3,1061.78,837.24,20260325
SANSERA,2115.9,2333.7,2226.8,1609.83,2099.28,20260325
SHRIPISTON,2984.1,2801.2,2760.0,2732.55,2983.78,20260325
RUBICON,790.6,717.8,745.2,nan,771.56,20260325
SPLPETRO,692.1,594.5,628.9,716.37,667.22,20260325
GABRIEL,860.0,953.5,914.6,1028.68,854.6,20260325
MINDACORP,521.1,536.2,467.9,548.6,494.71,20260325
ALIVUS,969.8,847.1,882.3,941.33,941.94,20260325
RAINBOW,1147.8,1201.2,1167.0,1364.95,1135.19,20260325
PRIVISCL,2941.6,2767.3,2770.4,2699.91,2901.43,20260325
FIRSTCRY,225.49,191.7,204.9,323.98,222.01,20260325
