ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
BANKBARODA,287.25,272.5,278.8,239.24,286.62,20251126
PNB,123.05,117.4,119.8,104.3,122.72,20251126
BRITANNIA,5867.0,5766.7,6038.0,5497.15,5839.45,20251126
TATACAP,325.0,315.2,325.9,nan,322.02,20251126
INDIANB,873.1,839.2,892.5,641.52,873.0,20251126
GODREJCP,1144.5,1090.6,1162.0,1172.78,1135.85,20251126
MOTHERSON,110.21,103.1,106.2,96.92,109.73,20251126
BSE,2840.6,2661.3,2748.8,2268.39,2830.41,20251126
IDBI,101.2,94.3,97.6,88.14,101.18,20251126
POWERINDIA,21742.0,20235.0,20846.7,17040.34,21665.6,20251126
LUPIN,2042.3,1939.1,1979.4,1976.56,2036.91,20251126
LTF,296.9,276.3,285.3,201.27,294.52,20251126
YESBANK,22.7,23.5,23.1,19.88,22.68,20251126
BANKINDIA,147.21,139.1,142.2,115.35,146.65,20251126
PHOENIXLTD,1731.7,1652.3,1771.7,1586.42,1719.15,20251126
COFORGE,1831.7,1730.7,1775.2,1670.84,1816.46,20251126
MFSL,1697.9,1570.1,1617.0,1429.52,1687.73,20251126
GLENMARK,1881.5,1933.1,1793.9,1720.2,1862.26,20251126
MAHABANK,59.61,55.5,57.2,52.96,59.03,20251126
RADICO,3284.5,3078.4,3193.1,2671.19,3273.71,20251126
CENTRALBK,38.34,37.1,39.5,38.6,38.32,20251126
EMCURE,1421.5,1279.2,1317.1,1240.87,1370.33,20251126
IIFL,557.4,517.1,531.8,431.78,548.85,20251126
MANAPPURAM,279.05,285.7,268.0,251.69,278.56,20251126
CENTURYPLY,789.95,721.5,719.8,750.51,776.5,20251126
CRAFTSMAN,7021.0,6378.3,6430.6,5762.41,6811.1,20251126
KSB,748.25,770.9,751.6,776.79,743.12,20251126
IXIGO,277.15,293.6,284.5,210.5,272.34,20251126
FINPIPE,185.12,194.0,189.8,194.1,184.66,20251126
EUREKAFORB,582.9,537.1,554.5,556.16,582.14,20251126
HEG,525.4,550.4,532.8,483.39,514.06,20251126
THANGAMAYL,3244.5,2762.0,2955.4,2054.53,3229.69,20251126
HAPPYFORGE,1030.5,947.5,977.2,911.96,1027.78,20251126
JLHL,1464.5,1554.7,1511.3,1486.24,1457.97,20251126
JSLL,728.0,788.5,756.5,1171.52,716.38,20251126
TRANSRAILL,646.45,716.6,690.5,642.12,642.11,20251126
