ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
HDFCBANK,989.6,969.5,1005.4,942.44,987.21,20251117
LICI,909.45,872.2,878.8,857.84,906.43,20251117
HINDUNILVR,2427.7,2501.2,2471.2,2382.79,2422.12,20251117
ITC,408.15,419.2,414.4,412.12,407.65,20251117
AXISBANK,1241.6,1183.8,1203.7,1126.5,1226.61,20251117
NTPC,328.45,340.7,335.2,331.03,327.27,20251117
ONGC,247.6,237.7,241.9,234.86,246.48,20251117
ADANIPOWER,153.91,164.0,159.1,119.48,153.71,20251117
POWERGRID,271.3,281.5,276.4,281.78,270.94,20251117
AMBUJACEM,563.2,585.2,552.0,552.71,562.8,20251117
BAJAJHLDNG,12570.0,11471.9,11935.7,12701.15,12334.7,20251117
GODREJCP,1146.5,1090.3,1113.0,1172.22,1143.38,20251117
UNIONBANK,152.76,142.5,146.6,130.52,152.52,20251117
SIEMENS,3084.2,3203.1,3150.4,3106.36,3076.69,20251117
IDBI,101.04,92.7,95.8,87.29,99.47,20251117
UNITDSPR,1429.4,1350.7,1385.5,1398.39,1428.53,20251117
INDHOTEL,720.8,735.8,688.5,760.47,716.89,20251117
HAVELLS,1469.4,1524.0,1497.1,1529.17,1465.57,20251117
ATGL,625.15,645.3,634.3,626.17,620.14,20251117
RVNL,321.05,334.2,327.6,360.67,320.14,20251117
AUBANK,890.6,858.1,876.8,701.68,888.06,20251117
VOLTAS,1350.9,1416.1,1380.0,1337.14,1336.83,20251117
RADICO,3259.9,3078.4,3316.5,2633.68,3237.45,20251117
PETRONET,273.6,262.2,267.6,284.34,272.46,20251117
JUBLFOOD,615.3,557.0,575.1,655.36,588.55,20251117
IPCALAB,1479.6,1211.4,1283.1,1387.57,1331.17,20251117
AWL,274.2,262.0,267.1,263.01,273.65,20251117
EXIDEIND,381.0,394.4,389.0,380.34,379.71,20251117
TVSHLTD,15521.0,13989.8,14439.5,11101.44,15072.4,20251117
NBCC,114.14,120.7,117.4,103.31,113.23,20251117
HBLENGINE,1041.3,935.1,1097.6,649.48,1000.7,20251117
EMCURE,1371.8,1279.2,1317.1,1236.09,1353.44,20251117
BANDHANBNK,154.59,164.2,159.9,161.5,154.46,20251117
SAGILITY,53.28,48.1,54.9,44.27,51.39,20251117
PNBHOUSING,915.4,872.0,892.0,922.94,913.04,20251117
DEEPAKNTR,1741.0,1787.0,1763.2,1918.74,1732.88,20251117
KEC,791.55,803.4,739.3,810.22,784.04,20251117
JSWHL,17192.0,17888.7,16214.2,19996.55,16859.3,20251117
CASTROLIND,192.5,198.9,195.9,203.93,192.27,20251117
CGCL,198.35,191.0,208.0,176.53,198.34,20251117
ABDL,649.9,603.3,665.9,439.73,646.53,20251117
GPIL,276.7,256.4,284.8,206.08,273.98,20251117
RPOWER,41.33,46.9,44.6,47.26,41.22,20251117
TBOTEK,1572.4,1466.7,1482.5,1387.43,1569.64,20251117
ABLBL,134.47,139.5,135.9,nan,132.67,20251117
DOMS,2621.7,2446.5,2433.3,2559.56,2540.49,20251117
LTFOODS,412.9,391.3,425.5,413.01,410.24,20251117
ZENTEC,1434.4,1468.9,1310.8,1555.64,1390.14,20251117
GRAVITA,1742.2,1586.0,1642.8,1765.05,1741.9,20251117
HOMEFIRST,1200.3,1273.2,1224.9,1186.36,1178.39,20251117
MGL,1253.3,1284.1,1261.4,1326.31,1240.13,20251117
INGERRAND,3804.0,3986.6,3918.7,3745.88,3770.15,20251117
RITES,246.32,253.9,249.3,246.54,244.47,20251117
CANFINHOME,884.65,830.1,851.6,739.05,875.74,20251117
BANCOINDIA,806.05,725.4,757.0,550.92,796.2,20251117
RAILTEL,358.1,372.9,365.3,358.14,357.41,20251117
SANOFICONR,4831.9,4962.6,4616.6,4930.08,4725.02,20251117
ENGINERSIN,200.25,205.7,201.3,194.19,195.97,20251117
VESUVIUS,493.15,520.2,506.5,493.81,491.52,20251117
ZEEL,100.48,104.3,96.2,113.65,100.35,20251117
INDIASHLTR,874.6,926.9,904.8,848.17,865.35,20251117
ASKAUTOLTD,468.15,504.3,488.1,466.07,467.78,20251117
