ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
LT,4074.1,3921.2,3980.7,3600.07,4017.7,20251213
M&M,3679.6,3574.1,3772.2,3206.03,3678.86,20251213
AXISBANK,1286.1,1232.3,1252.4,1154.07,1275.4,20251213
ULTRACEMCO,11723.0,11889.0,11239.6,11805.92,11559.0,20251213
BAJAJFINSV,2083.1,2155.9,2119.9,2003.45,2068.28,20251213
ADANIPORTS,1522.8,1457.9,1536.9,1358.85,1506.39,20251213
NTPC,325.05,331.8,327.4,332.7,323.35,20251213
ADANIPOWER,144.49,151.5,147.3,124.12,143.27,20251213
ETERNAL,298.05,311.5,303.1,276.45,293.71,20251213
NESTLEIND,1238.3,1265.9,1248.3,1187.79,1234.39,20251213
IOC,163.67,170.7,167.7,143.73,162.94,20251213
JIOFIN,300.75,310.0,304.1,288.41,299.71,20251213
BPCL,365.05,375.1,367.6,313.33,357.15,20251213
MUTHOOTFIN,3837.6,3587.7,3659.0,2720.62,3769.19,20251213
PIDILITIND,1476.8,1520.0,1497.2,1482.34,1469.17,20251213
BRITANNIA,5915.5,5766.7,6002.6,5563.05,5867.35,20251213
AMBUJACEM,548.15,558.5,548.6,556.72,536.83,20251213
UNIONBANK,152.74,146.6,157.1,134.83,151.72,20251213
GAIL,170.71,178.2,174.3,179.27,170.37,20251213
GMRAIRPORT,104.34,106.7,94.5,88.21,102.63,20251213
POLYCAB,7276.5,7613.7,7433.6,6546.84,7243.35,20251213
IDBI,99.78,94.3,92.6,89.71,97.21,20251213
UNITDSPR,1447.1,1375.1,1401.7,1401.97,1438.24,20251213
JINDALSTEL,1029.5,1064.1,1040.5,968.51,1015.89,20251213
INDHOTEL,735.05,708.7,750.0,757.09,731.51,20251213
BHEL,285.15,296.0,288.5,239.45,279.19,20251213
PERSISTENT,6336.5,6650.5,6475.1,5549.35,6332.6,20251213
HINDPETRO,459.9,476.5,466.9,401.07,450.36,20251213
ABCAPITAL,362.95,336.6,345.5,258.87,356.75,20251213
SHREECEM,26285.0,27144.0,26719.3,29334.96,26227.0,20251213
NAUKRI,1377.7,1399.4,1330.3,1386.72,1372.62,20251213
JSWENERGY,482.2,492.0,438.4,512.42,466.42,20251213
NHPC,77.13,79.6,78.3,83.08,76.9,20251213
LTF,307.85,290.4,297.6,212.04,304.81,20251213
SUZLON,53.02,55.5,54.2,58.81,52.33,20251213
COROMANDEL,2326.6,2197.0,2398.5,2231.66,2319.92,20251213
NMDC,77.94,71.6,73.5,70.39,75.71,20251213
GICRE,382.35,372.2,390.7,383.39,382.05,20251213
RVNL,313.9,328.3,321.1,353.18,312.9,20251213
ATGL,593.7,614.8,604.4,625.1,592.49,20251213
TORNTPOWER,1290.8,1248.0,1305.3,1362.01,1286.71,20251213
UPL,748.35,719.7,735.3,677.58,746.68,20251213
VMM,134.77,139.8,136.1,130.85,132.94,20251213
GODREJPROP,2075.1,2197.9,2132.5,2142.08,2056.71,20251213
OBEROIRLTY,1659.8,1739.6,1702.6,1681.06,1637.05,20251213
JSWINFRA,274.25,280.9,274.9,296.62,268.79,20251213
NAM-INDIA,870.5,890.1,796.0,752.36,830.55,20251213
SAIL,131.9,138.3,135.1,125.17,131.3,20251213
IRCTC,674.25,697.7,686.8,726.36,673.1,20251213
SUNDARMFIN,4783.2,4518.2,4616.8,4787.28,4731.17,20251213
MCX,10162.0,9631.9,10593.8,7593.5,10153.6,20251213
NATIONALUM,278.15,252.4,258.5,196.3,267.73,20251213
HEXT,761.85,695.1,723.0,749.07,753.38,20251213
360ONE,1142.2,1094.5,1180.6,1051.56,1140.18,20251213
JKCEMENT,5724.5,5986.8,5817.9,5840.07,5639.6,20251213
RADICO,3224.1,3078.4,3337.3,2740.34,3212.08,20251213
PGHH,12774.0,13104.6,12924.7,13476.34,12664.4,20251213
PREMIERENE,919.25,952.1,923.1,1006.47,917.83,20251213
3MINDIA,35465.0,33569.2,35692.2,30091.66,34714.0,20251213
PWL,135.99,113.6,122.5,nan,135.22,20251213
IREDA,136.18,142.7,139.2,156.21,135.9,20251213
ENDURANCE,2640.7,2779.9,2709.7,2487.75,2638.21,20251213
TATAINVEST,721.85,768.3,748.5,699.76,721.25,20251213
NLCINDIA,243.9,256.5,250.2,241.12,239.08,20251213
CRISIL,4498.6,4701.7,4583.5,4927.36,4419.8,20251213
THERMAX,2870.4,2998.9,2927.2,3321.04,2852.72,20251213
SANDUMA,215.76,189.5,189.5,169.33,204.03,20251213
SONACOMS,492.5,516.5,503.3,475.07,491.2,20251213
ITI,305.1,326.8,291.5,298.69,304.38,20251213
NIACL,171.92,149.6,156.1,177.87,163.47,20251213
IKS,1646.0,1544.0,1663.4,1580.9,1632.35,20251213
IIFL,581.0,540.2,590.6,447.07,571.26,20251213
ANANDRATHI,2939.0,3048.2,2978.3,2417.57,2899.14,20251213
EIHOTEL,378.15,392.2,385.9,374.21,377.27,20251213
FORCEMOT,17415.0,16489.9,17884.2,14382.48,17387.3,20251213
JYOTICNC,957.7,1030.5,995.3,1015.24,955.98,20251213
BRIGADE,886.05,928.1,902.0,1000.53,879.85,20251213
KIOCL,344.9,386.0,367.7,337.54,342.6,20251213
CUB,273.35,246.7,257.1,204.89,270.1,20251213
ANANTRAJ,550.45,565.6,480.0,553.29,532.04,20251213
CHALET,900.2,937.9,916.5,898.02,892.62,20251213
NETWEB,3200.8,3499.2,3349.7,2386.74,3151.84,20251213
ABDL,624.8,681.1,657.3,466.82,617.26,20251213
CHAMBLFERT,433.5,445.4,435.4,543.07,430.96,20251213
ZENSARTECH,736.1,765.3,717.2,767.07,735.96,20251213
CARBORUNIV,874.6,898.7,837.3,941.67,873.05,20251213
KIRLOSENG,1144.6,1048.2,1212.4,874.15,1120.64,20251213
GMDCLTD,519.9,467.2,533.6,420.65,514.0,20251213
PGEL,567.1,608.2,584.8,705.71,562.62,20251213
GESHIP,1109.4,1031.7,1126.0,969.37,1096.14,20251213
SIGNATURE,1122.5,1063.7,1086.3,1138.94,1119.38,20251213
DOMS,2571.9,2446.5,2485.9,2558.02,2556.71,20251213
GPIL,238.61,251.9,243.5,212.46,234.56,20251213
OLAELEC,36.69,39.9,38.0,48.92,36.68,20251213
UTIAMC,1146.4,1179.7,1156.2,1191.6,1130.96,20251213
TEGA,1922.4,1991.2,1951.4,1702.14,1905.86,20251213
JMFINANCIL,146.2,155.1,149.2,141.52,145.02,20251213
CCL,1025.3,1060.4,923.6,812.37,977.96,20251213
GRAVITA,1844.2,1657.3,1723.6,1754.98,1796.37,20251213
JAINREC,382.8,417.8,401.1,nan,382.05,20251213
WELSPUNLIV,137.35,123.5,130.2,129.09,136.98,20251213
KIRLOSBROS,1641.8,1706.9,1659.7,1855.42,1614.42,20251213
LEMONTREE,162.9,151.9,155.8,150.01,162.53,20251213
CYIENT,1167.7,1184.9,1129.8,1206.15,1160.37,20251213
CELLO,570.9,583.0,532.8,587.36,562.22,20251213
ZENTEC,1389.1,1458.6,1417.9,1544.76,1376.95,20251213
SAMMAANCAP,149.49,159.4,153.3,135.04,147.34,20251213
NSLNISP,41.61,43.2,42.1,39.74,41.05,20251213
BLACKBUCK,653.7,620.2,670.6,520.81,648.12,20251213
CANHLIFE,121.84,113.6,117.5,nan,121.82,20251213
FINCABLES,740.15,764.7,749.7,857.76,737.72,20251213
JUBLINGREA,695.5,727.6,696.9,702.58,686.54,20251213
ALIVUS,888.65,938.1,914.4,986.49,882.37,20251213
ELECON,482.85,512.4,498.7,558.55,480.08,20251213
GRAPHITE,541.45,579.5,563.8,522.46,541.21,20251213
SANSERA,1699.2,1593.3,1745.8,1341.59,1684.97,20251213
EMBDL,72.6,76.7,74.1,102.21,72.27,20251213
IIFLCAPS,319.8,328.3,296.1,291.44,317.74,20251213
OLECTRA,1213.5,1316.9,1273.8,1323.73,1211.85,20251213
BLUEJET,558.55,601.5,582.2,751.65,555.19,20251213
ABFRL,77.67,81.5,79.3,130.6,76.31,20251213
INDIASHLTR,859.9,915.8,894.7,869.6,856.5,20251213
JSLL,709.2,751.2,724.9,1099.49,694.34,20251213
NESCO,1243.7,1315.9,1279.7,1169.87,1233.16,20251213
ASTRAMICRO,907.05,978.8,947.4,952.22,904.33,20251213
TARIL,280.2,280.8,224.7,464.87,249.86,20251213
KPIGREEN,424.75,450.6,432.5,464.9,417.84,20251213
