ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
BHARTIARTL,2073.8,2139.3,2096.4,1843.35,2065.34,20251113
MARUTI,15696.0,16188.0,15918.5,13210.04,15664.6,20251113
ULTRACEMCO,11921.0,12239.7,12088.0,11771.72,11882.1,20251113
ONGC,253.85,243.5,247.8,240.63,253.05,20251113
ADANIENT,2484.5,2535.1,2293.8,2411.55,2422.02,20251113
NESTLEIND,1278.2,1220.5,1238.4,1171.2,1268.62,20251113
HYUNDAI,2395.0,2460.0,2299.2,2039.38,2385.68,20251113
PNB,122.45,117.0,119.1,103.08,122.26,20251113
TECHM,1456.1,1364.8,1388.9,1494.45,1415.86,20251113
CIPLA,1519.3,1580.9,1554.8,1497.21,1511.24,20251113
CGPOWER,739.85,770.5,755.1,671.6,738.88,20251113
IDBI,99.97,92.7,95.8,87.06,99.72,20251113
BOSCHLTD,37255.0,39192.2,38395.4,33257.0,37175.5,20251113
ICICIGI,2028.6,1938.7,1972.5,1868.41,2016.67,20251113
DIXON,15307.0,15777.2,15470.8,15559.3,15232.7,20251113
MARICO,720.95,697.7,709.6,690.93,717.62,20251113
JSWENERGY,528.05,516.3,540.4,511.57,526.86,20251113
NAUKRI,1376.4,1401.9,1389.7,1406.71,1353.14,20251113
OFSS,8394.0,8551.3,8408.6,8388.64,8302.45,20251113
IDFCFIRSTB,81.58,76.1,78.1,67.95,81.03,20251113
PATANJALI,586.55,611.3,597.9,592.9,582.65,20251113
MOTILALOFS,996.65,1079.1,1049.8,810.15,995.58,20251113
FACT,894.55,933.4,915.5,871.68,894.1,20251113
TIINDIA,3035.5,3182.7,3105.2,2955.48,3009.26,20251113
FEDERALBNK,238.94,226.7,230.4,199.18,237.14,20251113
IRCTC,715.85,700.6,721.9,739.37,714.57,20251113
MPHASIS,2825.8,2668.9,2885.3,2630.39,2797.29,20251113
PREMIERENE,1063.6,1110.5,1080.3,1009.8,1048.87,20251113
APLAPOLLO,1796.4,1707.8,1736.7,1640.12,1790.34,20251113
COCHINSHIP,1792.0,1819.1,1687.5,1695.15,1762.65,20251113
PAGEIND,40720.0,41756.2,41042.5,44150.23,40504.0,20251113
360ONE,1089.0,1152.9,1123.4,1036.65,1086.75,20251113
HEXT,696.35,736.4,712.9,nan,689.4,20251113
FLUOROCHEM,3699.5,3799.2,3706.3,3675.6,3649.7,20251113
IREDA,150.93,156.6,153.8,160.9,150.76,20251113
PETRONET,280.45,268.9,274.5,292.1,279.85,20251113
ENDURANCE,2916.6,2704.6,2784.4,2408.14,2859.85,20251113
POONAWALLA,489.3,501.4,445.2,408.44,472.76,20251113
APARINDS,8980.0,9048.4,8193.2,7558.12,8561.45,20251113
CHOLAHLDNG,1949.9,1853.1,2026.2,1823.69,1942.33,20251113
ACC,1852.9,1915.7,1819.0,1889.69,1849.27,20251113
TATAELXSI,5388.0,5469.7,5135.3,5770.79,5349.1,20251113
EXIDEIND,380.4,394.4,389.0,380.28,380.14,20251113
ITI,321.85,304.1,331.0,297.99,321.38,20251113
LICHSGFIN,572.8,563.4,586.1,571.39,572.23,20251113
NIACL,185.26,194.5,190.4,177.73,184.87,20251113
TATATECH,696.1,706.8,669.4,699.93,688.61,20251113
GUJGASLTD,408.05,422.7,415.1,433.94,406.35,20251113
ZFCVINDIA,12854.0,13421.2,13137.1,12759.02,12720.4,20251113
KARURVYSYA,250.02,232.8,238.9,201.43,248.12,20251113
TIMKEN,3077.6,2909.3,2975.4,2926.81,3058.62,20251113
KEC,797.7,803.4,730.8,810.82,790.63,20251113
SUNTV,564.1,527.4,541.6,590.62,561.26,20251113
WOCKPHARMA,1360.2,1225.5,1278.8,1462.41,1346.13,20251113
SUNDRMFAST,960.55,1020.8,993.5,975.88,952.3,20251113
CAMS,3964.0,3985.5,3726.5,3803.78,3852.05,20251113
EIDPARRY,1047.4,1001.6,1070.8,964.54,1045.96,20251113
GABRIEL,1261.6,1164.2,1217.3,837.81,1261.24,20251113
ATUL,5862.0,6027.2,5918.6,6360.76,5806.05,20251113
CENTURYPLY,763.75,787.9,774.0,751.34,754.32,20251113
RRKABEL,1400.6,1272.4,1326.6,1209.19,1391.31,20251113
AGARWALEYE,511.1,487.4,531.9,nan,509.47,20251113
INTELLECT,1148.0,1053.7,1201.8,942.68,1138.53,20251113
KIRLOSENG,1058.65,910.5,958.7,836.41,997.73,20251113
ELGIEQUIP,491.8,462.2,500.4,497.0,489.74,20251113
PFOCUS,177.1,190.0,183.2,133.71,176.43,20251113
NATCOPHARM,822.35,843.1,828.0,891.0,814.15,20251113
INDIAMART,2504.5,2331.3,2380.7,2335.92,2465.96,20251113
TRIDENT,28.92,29.2,27.9,28.64,28.47,20251113
LTFOODS,416.2,391.3,425.5,412.83,411.9,20251113
AARTIIND,397.1,358.9,378.8,416.86,388.02,20251113
BLS,336.7,285.7,299.0,369.1,318.73,20251113
NEWGEN,983.65,885.4,925.8,999.19,967.21,20251113
AAVAS,1704.0,1498.7,1564.8,1780.55,1644.21,20251113
TEGA,1957.2,1882.1,1966.0,1654.46,1933.23,20251113
BLACKBUCK,693.0,620.2,713.1,495.83,671.55,20251113
IEX,139.43,137.4,145.5,166.99,139.34,20251113
TITAGARH,879.05,913.1,889.5,855.34,873.96,20251113
