ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
SUNPHARMA,1954.0,1865.0,1894.1,1757.59,1944.9,20260724
BAJAJHLDNG,10636.0,11148.3,10887.4,10742.26,10504.4,20260724
VEDL,264.6,275.9,268.6,516.01,263.5,20260724
NTPCGREEN,97.22,97.7,90.6,96.97,93.38,20260724
HINDCOPPER,491.8,519.5,506.9,484.7,490.54,20260724
LTTS,3375.3,3118.6,3266.1,3730.91,3363.72,20260724
NUVAMA,1947.2,1768.1,1835.0,1443.81,1903.52,20260724
CREDITACC,1503.5,1426.4,1572.8,1325.94,1501.51,20260724
UJJIVANSFB,68.78,59.4,61.6,56.5,65.84,20260724
PARKHOSPS,283.8,265.3,302.3,nan,283.38,20260724
