ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
ITC,403.15,413.9,409.4,410.72,402.87,20251211
AXISBANK,1278.6,1232.3,1252.4,1151.41,1276.22,20251211
IOC,163.07,170.7,167.7,143.3,162.96,20251211
HDFCLIFE,771.05,742.4,779.0,740.66,764.69,20251211
ADANIENSOL,982.55,941.4,1011.1,867.44,979.26,20251211
HDFCAMC,2609.4,2678.5,2631.5,2498.9,2609.03,20251211
INDUSTOWER,404.25,382.4,391.9,373.19,403.65,20251211
HDBFS,752.5,727.6,763.5,nan,750.19,20251211
MFSL,1698.8,1613.9,1655.2,1463.29,1696.51,20251211
GODFRYPHLP,2813.4,2924.4,2847.0,2851.45,2797.22,20251211
RADICO,3232.5,3078.4,3337.3,2729.25,3206.53,20251211
PIRAMALFIN,1546.0,1340.8,1448.9,nan,1521.78,20251211
GODREJIND,1031.6,1089.6,1062.4,1146.31,1031.21,20251211
METROBRAND,1186.8,1014.8,1059.8,1155.01,1127.95,20251211
NAVINFLUOR,5950.0,6083.8,5461.7,4772.25,5759.25,20251211
RAMCOCEM,1020.8,1054.5,984.3,1009.41,1017.29,20251211
EMAMILTD,525.95,543.4,531.8,567.64,523.68,20251211
PFIZER,5025.2,5203.4,5123.6,4912.38,4986.93,20251211
EIDPARRY,1042.4,1001.6,1047.2,986.93,1028.42,20251211
CENTURYPLY,828.9,746.6,768.2,750.8,807.1,20251211
BIKAJI,727.45,745.0,730.4,725.94,711.43,20251211
TBOTEK,1671.1,1539.1,1597.2,1393.37,1665.07,20251211
ARE&M,945.15,974.3,958.4,983.35,944.08,20251211
SARDAEN,489.0,519.9,503.2,500.33,485.42,20251211
PARADEEP,157.06,169.9,164.0,161.16,156.92,20251211
RRKABEL,1413.2,1285.1,1326.6,1226.47,1390.57,20251211
JSWCEMENT,115.25,120.3,116.7,nan,112.55,20251211
GPIL,235.11,251.9,243.5,211.82,234.39,20251211
CAPLIPOINT,1928.2,2008.1,1853.2,2024.81,1923.63,20251211
CHENNPETRO,945.8,1028.6,987.3,711.98,927.2,20251211
ZYDUSWELL,424.7,441.8,431.0,404.92,422.77,20251211
WELSPUNLIV,140.81,123.5,130.2,128.93,137.63,20251211
INDGN,530.5,539.8,508.4,558.08,529.66,20251211
FINCABLES,740.6,764.7,749.7,859.57,740.13,20251211
AVANTIFEED,812.0,756.7,790.2,751.91,808.43,20251211
ALIVUS,894.25,938.1,914.4,987.79,885.29,20251211
HAPPYFORGE,1065.5,965.6,996.0,916.82,1043.18,20251211
BALRAMCHIN,447.75,453.7,404.3,525.39,441.76,20251211
ETHOSLTD,3078.2,2875.2,3196.9,2688.03,3040.9,20251211
