ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
SHRIRAMFIN,846.7,811.4,865.1,666.13,846.3,20251210
BRITANNIA,5884.0,5766.7,6002.6,5546.96,5863.55,20251210
TATACAP,326.6,315.2,317.3,nan,324.17,20251210
MOTHERSON,116.75,109.3,112.0,98.35,116.33,20251210
CGPOWER,667.8,693.5,679.7,680.37,667.29,20251210
SWIGGY,398.05,419.8,407.2,381.76,392.85,20251210
ICICIPRULI,623.6,600.0,631.7,608.32,619.75,20251210
SRF,2894.8,2968.7,2796.3,2966.51,2864.18,20251210
LTF,307.3,290.4,297.6,209.46,306.28,20251210
GVT&D,2912.5,3117.1,2997.6,2348.52,2855.95,20251210
COROMANDEL,2368.1,2197.0,2255.9,2223.1,2338.7,20251210
IDFCFIRSTB,80.91,77.1,78.5,69.71,80.51,20251210
ALKEM,5667.5,5467.4,5564.7,5165.29,5664.1,20251210
PHOENIXLTD,1739.2,1652.3,1771.7,1591.92,1733.13,20251210
COLPAL,2158.9,2218.3,2185.1,2335.5,2154.57,20251210
LAURUSLABS,1021.4,953.5,977.7,770.22,1015.23,20251210
MCX,10358.0,9631.9,9876.2,7527.18,10235.3,20251210
LINDEINDIA,5923.0,5673.7,6075.7,6393.39,5883.2,20251210
FLUOROCHEM,3485.4,3580.1,3488.8,3657.22,3406.53,20251210
APOLLOTYRE,524.6,498.8,511.1,463.93,522.22,20251210
DELHIVERY,415.3,432.9,422.1,384.72,411.91,20251210
TVSHLTD,14848.0,14029.5,15205.6,11583.65,14664.9,20251210
EMCURE,1415.7,1280.4,1329.8,1251.59,1404.0,20251210
EIHOTEL,381.25,392.2,385.9,373.36,376.2,20251210
ERIS,1701.3,1452.6,1514.7,1575.97,1588.35,20251210
SHYAMMETL,816.45,860.2,840.3,875.05,811.38,20251210
SUNTV,557.25,530.9,534.3,581.12,554.46,20251210
ABSLAMC,732.85,766.3,751.6,746.35,729.41,20251210
DCMSHRIRAM,1224.7,1282.7,1152.1,1172.78,1222.76,20251210
SAILIFE,881.35,932.1,910.0,800.86,874.98,20251210
GRINDWELL,1602.8,1651.7,1618.9,1633.77,1570.5,20251210
TRITURBINE,549.55,506.8,518.7,552.61,538.75,20251210
ATUL,5862.5,6132.7,6011.7,6345.43,5830.4,20251210
CRAFTSMAN,7076.0,6502.8,6691.2,5909.27,7035.4,20251210
VINATIORGA,1589.0,1644.7,1620.3,1712.54,1581.17,20251210
LMW,15272.0,15869.3,15530.1,15597.12,15101.2,20251210
NAVA,557.25,564.2,498.4,549.68,526.75,20251210
MANYAVAR,610.05,629.4,616.4,739.17,605.95,20251210
APTUS,288.8,298.0,290.5,315.54,281.09,20251210
SWANCORP,455.0,481.1,467.0,444.78,447.82,20251210
IGIL,325.05,345.3,335.0,359.41,324.6,20251210
RAINBOW,1351.8,1401.5,1366.9,1410.5,1346.57,20251210
JAINREC,395.05,417.8,401.1,nan,386.05,20251210
GRANULES,560.45,575.0,584.1,506.69,558.99,20251210
USHAMART,435.05,464.0,449.9,368.48,426.86,20251210
BBTC,1893.4,1770.4,1911.6,1884.94,1846.03,20251210
SPLPETRO,674.15,681.3,598.6,718.23,642.02,20251210
VTL,438.1,459.6,449.7,440.72,432.34,20251210
BATAINDIA,984.2,1012.7,995.5,1176.98,977.57,20251210
AAVAS,1549.8,1619.7,1572.7,1770.13,1523.9,20251210
IXIGO,263.8,275.0,218.4,215.88,257.56,20251210
GODREJAGRO,595.7,615.2,572.2,721.89,592.78,20251210
TTML,53.77,41.5,44.4,59.84,50.93,20251210
RELAXO,420.9,426.5,385.3,439.08,408.32,20251210
SOUTHBANK,39.78,36.7,37.7,29.68,39.68,20251210
HEG,536.75,550.4,497.7,491.95,527.65,20251210
IIFLCAPS,322.65,328.3,292.0,290.02,315.87,20251210
THANGAMAYL,3252.9,2896.6,3031.7,2125.07,3241.04,20251210
VESUVIUS,481.55,508.2,498.2,499.55,479.4,20251210
JKLAKSHMI,784.5,808.4,790.3,843.95,761.06,20251210
ESABINDIA,5839.5,5382.0,5514.8,4998.21,5711.08,20251210
LLOYDSENT,57.03,61.3,58.8,63.81,56.1,20251210
MARKSANS,190.11,175.6,181.7,210.31,189.31,20251210
BLUESTONE,552.85,588.0,568.6,nan,550.71,20251210
STAR,891.25,840.9,923.7,796.9,889.8,20251210
SHARDACROP,908.3,783.2,822.0,767.32,864.88,20251210
WEWORK,611.25,576.7,625.5,nan,597.84,20251210
