ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
MUTHOOTFIN,3333.2,3568.9,3440.7,3183.13,3297.68,20260314
AIIL,474.8,373.8,404.6,557.8,450.48,20260314
LTTS,3430.1,3493.4,2909.4,4155.13,3267.93,20260314
ATUL,6464.0,6838.9,6598.8,6398.15,6385.35,20260314
CASTROLIND,186.22,181.6,183.9,198.76,186.02,20260314
SYNGENE,420.85,430.0,388.8,613.43,407.96,20260314
IFCI,57.21,59.9,57.4,56.83,54.97,20260314
JUBLPHARMA,844.2,906.0,874.3,1072.68,831.85,20260314
NIVABUPA,72.3,76.0,73.9,79.43,72.07,20260314
COHANCE,296.1,323.6,307.7,735.07,293.84,20260314
CELLO,415.0,440.9,425.4,565.97,409.19,20260314
ESABINDIA,5384.0,5712.5,5575.0,5332.14,5365.05,20260314
STARCEMENT,204.93,216.2,210.6,234.33,204.05,20260314
