ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
HDFCBANK,991.7,969.5,1005.4,939.9,989.96,20251112
LT,3955.0,3818.5,3990.7,3521.1,3944.34,20251112
JSWSTEEL,1191.5,1137.6,1160.9,1038.86,1189.58,20251112
WIPRO,241.69,247.1,243.9,256.93,239.93,20251112
BAJAJ-AUTO,8895.0,9065.8,8936.3,8353.96,8838.3,20251112
INDIGO,5782.5,5906.2,5803.4,5370.74,5678.0,20251112
JIOFIN,304.9,297.6,307.0,280.95,304.72,20251112
LTIM,5710.5,5380.0,5485.5,5115.27,5657.5,20251112
PIDILITIND,1472.9,1520.9,1497.9,1476.11,1463.63,20251112
SOLARINDS,13788.0,14240.7,13964.8,13335.12,13729.2,20251112
ADANIENSOL,989.3,904.8,934.5,842.88,969.83,20251112
LODHA,1221.0,1152.9,1177.2,1254.22,1211.56,20251112
GAIL,182.34,172.9,176.7,177.85,182.07,20251112
POLYCAB,7659.5,7299.2,7439.4,6351.59,7643.2,20251112
GODREJCP,1138.4,1080.4,1106.9,1171.91,1129.42,20251112
MOTHERSON,105.46,109.7,102.5,96.07,105.03,20251112
HEROMOTOCO,5417.5,5608.1,5502.4,4423.18,5416.65,20251112
MAZDOCK,2752.5,2819.0,2756.7,2786.59,2709.63,20251112
DRREDDY,1211.5,1263.3,1243.0,1226.65,1206.75,20251112
PERSISTENT,6031.0,5599.1,5719.5,5509.6,5893.59,20251112
GICRE,384.75,363.2,371.6,383.63,379.08,20251112
BERGEPAINT,546.2,550.0,525.3,533.71,540.31,20251112
COROMANDEL,2177.9,2314.5,2251.4,2174.18,2167.57,20251112
COFORGE,1797.1,1690.8,1806.7,1665.03,1776.28,20251112
BALKRISIND,2341.5,2186.0,2244.1,2505.74,2325.59,20251112
M&MFIN,317.75,296.8,304.1,269.13,316.09,20251112
LTTS,4103.6,4253.8,4076.7,4398.48,4101.51,20251112
KPRMILL,1094.2,976.0,1010.0,1033.94,1071.51,20251112
HINDCOPPER,359.7,312.6,325.5,254.82,339.93,20251112
AEGISVOPAK,271.85,255.1,278.4,nan,270.89,20251112
AEGISLOG,780.05,739.0,807.1,761.46,771.71,20251112
SYNGENE,644.9,659.1,609.8,668.75,642.29,20251112
HATSUN,1070.9,978.7,1116.0,932.78,1070.3,20251112
POLYMED,2063.4,1727.7,1808.5,2159.27,1948.37,20251112
KFINTECH,1094.1,1158.2,1128.6,1101.52,1092.98,20251112
TRITURBINE,536.2,546.3,542.7,558.96,531.93,20251112
RATNAMANI,2456.2,2266.1,2378.3,2607.2,2440.9,20251112
DATAPATTNS,2756.7,2559.2,2551.9,2417.69,2698.86,20251112
DOMS,2566.0,2446.5,2595.1,2555.6,2538.56,20251112
CONCORDBIO,1453.5,1504.2,1470.8,1707.45,1442.88,20251112
CYIENT,1158.5,1201.5,1174.6,1238.63,1155.39,20251112
VTL,446.8,406.4,418.5,440.72,438.67,20251112
SCI,261.85,231.4,244.4,197.45,258.91,20251112
ZENTEC,1384.5,1468.9,1423.4,1563.29,1380.53,20251112
RITES,247.76,256.0,251.3,248.71,246.31,20251112
