ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
RELIANCE,1566.4,1520.5,1538.5,1421.58,1558.3,20251231
LICI,857.1,874.7,864.6,873.89,851.83,20251231
BAJAJFINSV,2031.7,2105.4,2074.2,2014.71,2031.22,20251231
HAL,4392.0,4487.7,4299.5,4593.39,4370.19,20251231
BEL,398.9,404.3,389.1,379.33,395.86,20251231
ADANIENT,2236.0,2313.8,2278.2,2419.24,2230.98,20251231
POWERGRID,264.9,270.9,260.3,282.49,264.08,20251231
IOC,166.24,155.4,158.3,142.58,162.37,20251231
SBILIFE,2024.0,1958.8,2037.2,1818.15,2018.91,20251231
EICHERMOT,7263.5,7028.9,7124.9,6114.29,7259.5,20251231
JIOFIN,296.1,304.9,300.8,293.02,295.83,20251231
TVSMOTOR,3687.7,3506.5,3569.3,3103.88,3651.53,20251231
DLF,691.8,713.3,702.7,747.76,690.26,20251231
ADANIGREEN,1016.9,1055.2,1038.4,995.28,1014.36,20251231
BANKBARODA,293.0,280.8,294.8,250.25,290.41,20251231
PIDILITIND,1472.8,1493.8,1478.1,1489.37,1455.95,20251231
BRITANNIA,6056.0,5781.6,5879.0,5646.74,6055.65,20251231
BAJAJHLDNG,11417.0,11762.9,11492.9,12655.08,11172.3,20251231
CUMMINSIND,4441.3,4309.0,4567.8,3651.87,4432.88,20251231
TATAPOWER,380.0,388.1,383.7,388.9,378.8,20251231
CIPLA,1502.2,1541.1,1523.2,1510.83,1501.69,20251231
UNIONBANK,154.42,146.6,147.7,137.52,152.03,20251231
TATACONSUM,1183.1,1134.3,1151.5,1111.32,1181.13,20251231
HDFCAMC,2675.1,2510.2,2559.8,2558.82,2667.91,20251231
SOLARINDS,12224.0,11623.6,11942.6,13976.49,12216.8,20251231
ABB,5173.5,4983.5,5074.5,5400.97,5170.55,20251231
BOSCHLTD,36000.0,37134.0,36546.0,34772.87,35930.5,20251231
INDHOTEL,736.85,708.7,745.8,756.99,733.31,20251231
HINDPETRO,492.4,448.9,459.7,411.7,472.88,20251231
UNITDSPR,1424.0,1378.1,1450.5,1408.99,1421.93,20251231
MAZDOCK,2497.4,2377.9,2444.4,2854.71,2494.33,20251231
MARICO,747.4,718.1,728.4,709.34,741.26,20251231
MANKIND,2193.5,2089.1,2130.5,2416.49,2175.55,20251231
HAVELLS,1425.9,1466.9,1445.5,1514.0,1419.72,20251231
JSWENERGY,481.8,492.0,462.7,512.03,477.65,20251231
SBICARD,862.0,891.8,874.9,882.52,861.27,20251231
SUZLON,53.09,55.0,53.9,58.81,52.91,20251231
JSL,836.0,747.7,770.9,703.54,799.75,20251231
YESBANK,21.64,22.2,21.9,20.45,21.59,20251231
INDUSINDBK,858.0,806.4,826.8,794.28,847.1,20251231
TORNTPOWER,1297.6,1248.0,1305.3,1360.61,1281.71,20251231
MRF,153125.0,156339.2,154059.5,143378.2,151947.0,20251231
OBEROIRLTY,1673.1,1739.6,1702.6,1688.33,1661.15,20251231
GODREJPROP,2015.0,2084.6,2050.9,2142.68,2009.98,20251231
TIINDIA,2602.9,2753.5,2698.2,2938.1,2599.5,20251231
KALYANKJIL,485.7,507.7,494.6,516.9,483.64,20251231
JKCEMENT,5570.0,5808.1,5416.6,5905.64,5566.2,20251231
UBL,1614.0,1678.5,1649.4,1890.52,1612.53,20251231
SUPREMEIND,3337.8,3460.9,3217.2,3924.07,3322.93,20251231
NH,1875.7,1765.2,1934.3,1822.71,1868.34,20251231
IPCALAB,1438.5,1331.8,1379.0,1390.08,1422.21,20251231
CRISIL,4307.0,4520.2,4422.6,4919.95,4306.06,20251231
SJVN,75.12,76.0,71.7,91.17,73.7,20251231
GUJGASLTD,416.8,374.9,385.5,429.91,394.76,20251231
JBCHEPHARM,1810.1,1748.0,1770.5,1691.79,1806.36,20251231
IGL,194.82,196.8,187.0,203.73,194.39,20251231
NUVAMA,1486.0,1373.5,1411.5,1303.16,1462.8,20251231
MRPL,152.58,155.1,137.5,141.35,146.53,20251231
