ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
ABCAPITAL,331.8,308.5,317.4,239.86,331.08,20251114
SBICARD,877.65,923.3,904.7,874.55,875.51,20251114
PRESTIGE,1755.2,1642.7,1687.0,1487.43,1744.79,20251114
MRF,158315.0,152028.8,154845.2,136208.43,157980.5,20251114
JSL,738.9,786.4,766.5,678.14,737.33,20251114
HDBFS,731.95,746.1,735.5,nan,727.18,20251114
TATACOMM,1888.7,1742.4,1802.0,1636.42,1869.96,20251114
GLENMARK,1880.6,1933.1,1893.9,1702.88,1847.73,20251114
AIIL,2854.1,3004.6,2910.2,2394.0,2826.45,20251114
UBL,1810.3,1847.8,1831.2,1947.16,1799.81,20251114
ANTHEM,698.4,741.5,725.3,nan,698.12,20251114
MSUMI,47.39,44.1,45.3,39.95,46.94,20251114
IGL,215.02,201.9,217.1,203.06,212.24,20251114
LALPATHLAB,3143.6,3300.2,3012.5,2905.04,3124.47,20251114
EMCURE,1379.4,1279.2,1317.1,1236.12,1354.2,20251114
WELCORP,928.15,868.1,958.2,843.55,924.44,20251114
KANSAINER,249.34,240.3,253.1,243.67,247.32,20251114
FIVESTAR,642.35,572.1,597.8,663.16,639.84,20251114
VENTIVE,749.3,696.3,754.5,730.07,731.11,20251114
VINATIORGA,1661.9,1716.4,1688.8,1719.49,1656.89,20251114
PGEL,559.45,575.6,559.7,727.67,551.17,20251114
ABLBL,134.42,139.5,135.9,nan,132.66,20251114
SIGNATURE,1102.4,1018.2,1026.1,1147.69,1072.28,20251114
THELEELA,435.7,408.2,456.6,nan,434.29,20251114
FINEORG,4367.2,4475.7,4396.8,4521.56,4350.46,20251114
INDIACEM,394.35,375.5,402.1,335.0,392.6,20251114
