ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
INFY,1541.1,1472.9,1549.2,1535.63,1511.87,20251120
HINDUNILVR,2441.6,2496.7,2468.6,2383.96,2419.77,20251120
WIPRO,246.07,247.1,238.3,255.2,242.4,20251120
NESTLEIND,1279.0,1225.6,1243.6,1176.0,1269.92,20251120
EICHERMOT,6896.5,7156.0,7018.0,5783.24,6837.1,20251120
TECHM,1433.9,1381.9,1405.6,1489.53,1426.15,20251120
CIPLA,1526.8,1578.3,1554.8,1500.24,1518.77,20251120
LGEINDIA,1668.1,1580.4,1607.8,nan,1640.15,20251120
SWIGGY,397.0,429.7,415.6,381.3,394.37,20251120
NAUKRI,1362.2,1401.9,1385.1,1403.67,1342.21,20251120
OFSS,8333.0,8551.3,8408.6,8366.53,8242.55,20251120
OIL,436.85,416.0,424.9,412.43,435.34,20251120
COFORGE,1858.2,1701.8,1732.7,1667.21,1793.99,20251120
NAM-INDIA,883.1,930.8,905.7,727.0,870.35,20251120
LINDEINDIA,6076.5,5454.0,5602.7,6402.11,5815.5,20251120
LTTS,4440.0,3931.3,4045.0,4365.85,4142.42,20251120
JKCEMENT,5707.0,6016.0,5861.9,5763.57,5595.9,20251120
ITCHOTELS,209.48,218.8,214.7,nan,209.09,20251120
UCOBANK,31.85,30.5,32.4,32.21,31.55,20251120
BLUESTARCO,1795.0,1924.6,1872.8,1844.39,1780.54,20251120
AWL,275.8,262.0,267.1,263.18,272.65,20251120
TATAELXSI,5347.5,5469.7,5135.3,5749.13,5280.25,20251120
DELHIVERY,436.0,471.1,457.0,377.08,434.36,20251120
TATATECH,682.3,706.8,669.4,697.79,681.57,20251120
EMCURE,1370.1,1279.2,1317.1,1237.45,1367.63,20251120
ZFCVINDIA,12963.0,13421.2,13137.1,12821.14,12737.6,20251120
SUNTV,556.2,530.9,542.6,584.73,556.08,20251120
ABREL,1805.3,1677.8,1840.5,1970.1,1764.19,20251120
DEEPAKFERT,1449.0,1510.3,1467.5,1373.01,1414.19,20251120
JSWCEMENT,127.36,133.0,129.6,nan,126.3,20251120
CHOICEIN,799.75,826.6,811.9,681.38,791.99,20251120
INTELLECT,1142.8,1053.7,1179.2,948.84,1114.93,20251120
ZYDUSWELL,455.7,490.9,477.6,399.04,455.08,20251120
LTFOODS,414.6,391.3,425.5,413.58,409.84,20251120
KIRLOSBROS,1752.0,1866.0,1808.5,1872.22,1740.49,20251120
JPPOWER,20.27,17.0,17.7,17.09,18.07,20251120
CYIENT,1152.6,1201.5,1174.6,1229.81,1142.37,20251120
INDGN,514.7,539.8,528.8,563.72,514.43,20251120
ELECON,538.7,562.2,547.4,558.19,534.29,20251120
CANHLIFE,121.63,107.9,112.6,nan,120.81,20251120
BSOFT,391.3,359.2,372.1,399.81,383.75,20251120
LATENTVIEW,494.25,429.6,449.2,413.75,474.51,20251120
HAPPYFORGE,1033.5,944.9,973.5,912.34,1022.83,20251120
APOLLO,279.4,304.1,291.2,195.94,275.14,20251120
WESTLIFE,561.85,603.0,586.5,701.17,559.42,20251120
TCI,1128.8,1207.0,1177.6,1123.86,1128.1,20251120
