ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
WIPRO,191.6,203.5,198.8,238.21,191.46,20260328
LGEINDIA,1536.1,1450.3,1594.5,nan,1535.37,20260328
LENSKART,509.35,461.9,483.6,nan,504.69,20260328
MANKIND,2038.8,2170.2,2095.9,2329.08,2038.37,20260328
OIL,478.0,444.0,459.9,427.79,471.94,20260328
HINDCOPPER,493.45,538.0,511.3,377.76,480.28,20260328
ANANDRATHI,3032.6,3195.3,3112.3,2839.73,3017.15,20260328
IKS,1354.8,1445.5,1394.6,1582.73,1330.59,20260328
ONESOURCE,1447.1,1237.0,1524.5,1728.95,1435.06,20260328
TEGA,1700.2,1868.1,1778.8,1833.56,1681.9,20260328
GRAPHITE,640.2,657.7,554.0,581.0,605.66,20260328
HFCL,70.76,64.2,74.9,73.22,70.72,20260328
AZAD,1484.3,1589.2,1526.7,1601.1,1468.1,20260328
NAZARA,240.3,265.7,254.3,282.67,235.65,20260328
TCI,942.1,1020.2,982.6,1103.65,939.62,20260328
