ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
TCS,3295.6,3332.2,3165.0,3216.05,3254.91,20260108
INFY,1639.0,1590.7,1664.4,1515.67,1632.9,20260108
LICI,851.95,874.7,864.6,876.5,851.19,20260108
HCLTECH,1647.7,1604.1,1664.5,1551.29,1635.12,20260108
WIPRO,270.8,259.0,263.1,249.92,266.16,20260108
DMART,3841.6,3842.0,3588.3,4189.34,3749.88,20260108
LTIM,6102.0,5964.9,6231.0,5291.56,6069.2,20260108
TECHM,1625.2,1566.9,1588.5,1495.32,1609.53,20260108
PERSISTENT,6513.5,6615.3,6048.7,5635.87,6287.5,20260108
MAZDOCK,2511.4,2377.9,2444.4,2856.3,2506.53,20260108
GROWW,162.05,144.2,151.4,nan,159.05,20260108
SRF,3097.6,2970.1,3019.6,2987.19,3074.41,20260108
NAUKRI,1359.4,1399.4,1330.3,1385.4,1350.77,20260108
GVT&D,3150.5,2802.7,2917.1,2512.83,3115.48,20260108
LENSKART,453.2,408.8,430.8,nan,450.11,20260108
COROMANDEL,2317.5,2197.0,2418.4,2283.03,2309.42,20260108
OFSS,7832.5,8010.9,7886.5,8351.77,7708.5,20260108
COFORGE,1701.5,1772.2,1730.9,1712.75,1671.89,20260108
MPHASIS,2874.8,2776.1,2901.7,2690.25,2827.02,20260108
360ONE,1191.8,1105.1,1138.9,1071.76,1188.52,20260108
HEXT,754.45,695.1,723.0,746.85,751.01,20260108
ANTHEM,655.5,627.2,672.6,nan,649.41,20260108
KPITTECH,1208.5,1218.2,1113.0,1235.73,1177.91,20260108
CDSL,1475.6,1520.4,1495.0,1522.13,1463.66,20260108
IKS,1694.9,1616.9,1757.8,1576.67,1690.1,20260108
TATATECH,683.5,626.6,640.8,689.83,652.9,20260108
MANAPPURAM,319.9,293.3,300.4,266.01,311.7,20260108
ASAHIINDIA,1007.7,1059.6,923.6,841.13,992.09,20260108
IRB,42.33,43.4,41.0,45.37,42.19,20260108
EMAMILTD,526.35,506.6,534.4,566.34,524.28,20260108
ANGELONE,2470.6,2546.4,2480.2,2563.44,2415.55,20260108
TATACHEM,783.95,788.7,735.6,879.49,759.52,20260108
NEULANDLAB,15135.0,16338.6,15841.6,14043.51,15014.0,20260108
CHALET,878.9,923.6,902.7,908.13,877.27,20260108
BEML,1860.9,1742.8,1792.3,1956.51,1860.14,20260108
ELGIEQUIP,472.05,488.5,459.8,495.15,470.59,20260108
NIVABUPA,76.34,78.0,73.3,80.45,75.28,20260108
JMFINANCIL,146.69,154.7,142.7,146.47,146.66,20260108
INTELLECT,991.4,1050.1,1019.5,1003.36,973.01,20260108
AARTIIND,375.9,353.3,362.0,408.34,375.1,20260108
BSOFT,443.4,420.5,446.6,393.55,434.75,20260108
NEWGEN,836.4,884.7,865.9,972.81,835.75,20260108
ELECON,517.85,436.3,467.4,564.25,486.32,20260108
RUBICON,692.9,696.9,643.1,nan,673.11,20260108
GODREJAGRO,570.9,591.5,581.7,705.64,567.62,20260108
TDPOWERSYS,700.4,753.4,729.6,563.43,697.2,20260108
AZAD,1651.0,1552.8,1594.5,1608.81,1648.75,20260108
SONATSOFTW,372.8,337.6,346.2,373.31,361.28,20260108
LATENTVIEW,463.1,439.7,452.3,427.16,459.93,20260108
BBOX,555.5,505.7,524.4,491.72,549.56,20260108
SKFINDIA,1829.1,1877.1,1737.2,3755.58,1825.35,20260108
SHAKTIPUMP,731.8,658.8,688.0,840.96,728.74,20260108
INDIASHLTR,815.9,863.0,844.0,876.33,813.55,20260108
VIKRAMSOLR,240.65,255.0,247.7,nan,239.99,20260108
PNGJL,639.85,580.1,596.1,589.99,612.84,20260108
