ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
RELIANCE,1489.3,1430.0,1451.5,1363.61,1486.03,20251111
TCS,3025.2,2933.2,2981.2,3334.85,3023.39,20251111
ICICIBANK,1348.0,1379.5,1362.9,1366.97,1347.28,20251111
INFY,1513.5,1429.9,1454.9,1545.12,1486.5,20251111
HCLTECH,1540.5,1465.1,1492.7,1547.17,1535.17,20251111
SUNPHARMA,1697.8,1630.8,1655.3,1679.79,1695.85,20251111
BAJAJFINSV,2118.3,2058.9,2132.6,1970.81,2099.17,20251111
HAL,4789.8,4797.7,4548.2,4420.65,4682.59,20251111
BEL,416.85,402.2,404.6,353.58,414.92,20251111
COALINDIA,381.35,387.3,385.3,368.83,377.28,20251111
HINDZINC,484.6,465.2,488.0,443.54,476.26,20251111
TMPV,410.45,390.0,398.0,nan,410.29,20251111
CHOLAFIN,1754.4,1637.3,1673.5,1523.5,1719.42,20251111
BAJAJHLDNG,12614.0,11385.2,11878.0,12672.42,12565.9,20251111
TORNTPHARM,3817.5,3462.7,3548.0,3354.82,3606.75,20251111
CUMMINSIND,4349.2,4127.7,4209.7,3357.59,4334.22,20251111
HDFCAMC,5496.0,5704.5,5580.9,4826.25,5431.45,20251111
LGEINDIA,1646.2,1580.4,1607.8,nan,1641.9,20251111
MARICO,719.25,697.7,709.6,689.97,719.04,20251111
POLICYBZR,1798.5,1665.5,1718.1,1716.35,1792.44,20251111
UNOMINDA,1319.3,1148.3,1191.4,1064.38,1242.56,20251111
PRESTIGE,1750.7,1642.7,1687.0,1481.58,1749.95,20251111
NYKAA,260.82,242.2,241.4,205.62,252.42,20251111
LLOYDSME,1319.6,1357.5,1272.4,1326.2,1317.23,20251111
AUROPHARMA,1154.8,1079.6,1102.8,1128.04,1132.85,20251111
TORNTPOWER,1312.2,1248.0,1341.9,1368.29,1306.07,20251111
NMDC,75.08,73.1,76.3,68.75,74.99,20251111
BHARATFORG,1328.4,1249.3,1275.3,1187.34,1322.79,20251111
ABBOTINDIA,29505.0,30344.7,30355.6,30586.7,29357.0,20251111
HDBFS,731.8,746.1,735.5,nan,728.39,20251111
BDL,1514.4,1546.5,1400.2,1519.01,1498.74,20251111
NAM-INDIA,891.0,931.0,905.7,717.53,868.76,20251111
SUPREMEIND,3866.5,4064.4,3978.6,3969.56,3849.07,20251111
HUDCO,233.79,221.3,227.2,216.15,233.37,20251111
NATIONALUM,257.36,225.3,233.7,189.91,237.5,20251111
KEI,4032.4,4188.1,4096.4,3668.2,4024.88,20251111
NLCINDIA,262.65,276.1,269.4,237.3,260.3,20251111
CDSL,1589.8,1530.8,1593.2,1456.02,1582.42,20251111
KPITTECH,1192.9,1214.3,1123.1,1258.0,1170.25,20251111
AIAENG,3445.7,3162.0,3207.3,3268.9,3315.95,20251111
HBLENGINE,1098.8,935.1,983.0,640.63,1004.02,20251111
ANANDRATHI,3121.3,2878.7,2983.3,2285.46,3118.41,20251111
FSL,350.85,329.9,338.5,351.01,350.17,20251111
ASAHIINDIA,946.1,867.7,893.7,764.72,938.21,20251111
CREDITACC,1407.8,1292.3,1444.6,1186.31,1403.36,20251111
MANAPPURAM,277.95,285.7,279.1,247.0,271.67,20251111
IIFL,541.9,492.6,509.3,421.68,532.1,20251111
JYOTICNC,905.7,853.8,882.6,1024.96,892.61,20251111
SARDAEN,542.7,575.4,522.2,495.42,539.09,20251111
GABRIEL,1269.2,1164.2,1217.3,829.54,1266.0,20251111
CEATLTD,4114.8,3798.1,4263.7,3308.04,4037.77,20251111
CIEINDIA,436.4,446.5,416.5,420.97,435.28,20251111
CARTRADE,2981.7,2603.9,2746.3,1943.2,2973.53,20251111
JAINREC,411.6,335.8,359.0,nan,388.56,20251111
AAVAS,1654.0,1695.2,1656.0,1780.77,1643.59,20251111
TEGA,1935.5,1882.1,1966.0,1651.23,1928.1,20251111
WELSPUNLIV,132.27,119.6,123.8,128.51,130.19,20251111
JPPOWER,17.93,18.6,17.3,17.0,17.9,20251111
FINCABLES,793.55,815.9,799.2,882.49,785.74,20251111
J&KBANK,107.56,99.8,102.6,100.52,106.15,20251111
FINPIPE,188.79,194.0,190.9,195.04,188.02,20251111
