ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
TCS,3206.7,3272.7,3108.5,3147.15,3175.94,20260118
INFY,1689.8,1569.9,1604.5,1518.26,1616.93,20260118
WIPRO,267.45,259.0,268.7,249.95,263.9,20260118
IOC,161.32,167.9,164.2,144.91,160.09,20260118
SBILIFE,2081.0,1997.1,2027.3,1852.27,2079.41,20260118
SHRIRAMFIN,995.45,945.7,969.2,709.88,990.89,20260118
LTIM,6308.0,5964.9,5914.7,5338.23,6070.5,20260118
TATACAP,359.35,332.5,341.5,nan,356.31,20260118
TECHM,1670.5,1566.9,1558.9,1501.72,1605.59,20260118
AMBUJACEM,553.75,563.9,554.1,563.37,552.55,20260118
HDFCAMC,2596.4,2650.8,2502.7,2597.22,2569.16,20260118
MAXHEALTH,1037.0,1071.1,1049.7,1156.8,1032.99,20260118
PERSISTENT,6403.0,6615.3,6172.8,5668.25,6346.2,20260118
AUBANK,1025.4,963.4,949.9,794.01,997.74,20260118
OFSS,7959.5,8010.9,7366.5,8357.82,7679.6,20260118
UPL,790.15,761.4,810.0,696.34,787.18,20260118
FEDERALBNK,270.25,236.6,245.4,216.64,255.62,20260118
SCHAEFFLER,3835.6,4012.7,3933.2,3911.54,3810.59,20260118
MPHASIS,2886.5,2776.1,2901.7,2704.59,2831.81,20260118
360ONE,1197.7,1105.1,1208.1,1078.22,1171.59,20260118
JKCEMENT,5885.0,5360.5,5540.2,5980.02,5784.55,20260118
HEXT,738.5,695.1,765.3,747.07,736.67,20260118
UCOBANK,29.66,28.2,30.1,30.48,29.41,20260118
ACC,1755.6,1775.2,1686.6,1859.21,1733.14,20260118
HONAUT,33965.0,32489.2,33099.4,36457.07,33741.0,20260118
PINELABS,236.67,239.5,217.4,nan,228.98,20260118
NUVAMA,1474.5,1373.5,1411.5,1326.12,1453.92,20260118
SAGILITY,53.41,48.6,50.0,45.48,51.47,20260118
ABSLAMC,831.95,774.4,867.7,771.44,827.62,20260118
RBLBANK,324.6,299.2,304.6,262.97,312.99,20260118
NETWEB,3347.4,2989.5,3123.8,2591.95,3287.71,20260118
KFINTECH,1070.8,1116.5,1050.6,1120.23,1069.08,20260118
LMW,14761.0,15160.8,14818.7,15572.67,14586.9,20260118
INDIAMART,2289.0,2080.2,2139.3,2392.17,2167.22,20260118
CANFINHOME,919.4,879.2,943.3,794.52,916.49,20260118
BSOFT,433.1,456.0,441.7,394.48,426.88,20260118
ZENTEC,1328.4,1330.3,1219.9,1556.72,1295.05,20260118
SBFC,107.01,107.6,99.1,106.85,102.54,20260118
HFCL,68.02,69.8,69.9,76.45,66.08,20260118
PVRINOX,1029.0,1072.0,956.8,1041.71,1023.83,20260118
SANOFI,4164.0,4235.0,4177.2,5198.4,4137.16,20260118
VIKRAMSOLR,235.14,243.7,238.2,nan,232.14,20260118
