ticker,close_price,DMA_200,DMA_10,datee,st73_value,st72_value
SUNTV,474.5,540.97,473.78,20260828,491.2,482.2
TATATECH,834.35,660.81,815.79,20260828,773.7,847.7
FORTIS,926.75,913.43,915.88,20260828,972.8,952.6
KIOCL,386.55,370.1,384.95,20260828,355.0,369.5
UNIONBANK,186.0,167.46,185.8,20260828,176.3,180.8
LTM,4675.0,4787.26,4552.01,20260828,4369.8,4721.2
