ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
LT,4298.5,4170.3,4247.4,3799.28,4280.39,20260226
M&M,3491.3,3645.8,3569.0,3420.21,3487.21,20260226
ADANIENT,2231.7,2040.3,2114.9,2383.47,2191.03,20260226
DMART,3888.2,3734.9,3823.7,4136.34,3885.43,20260226
EICHERMOT,8008.0,7487.7,7657.6,6511.63,7987.2,20260226
SHRIRAMFIN,1085.9,991.5,1019.5,762.24,1071.15,20260226
INDIGO,4947.4,4706.0,4797.3,5490.14,4913.98,20260226
TVSMOTOR,3932.0,3630.3,3712.3,3327.57,3853.98,20260226
BPCL,381.05,361.4,383.2,329.37,374.36,20260226
PIDILITIND,1497.6,1503.0,1444.5,1493.56,1483.79,20260226
TMPV,381.85,353.3,362.9,nan,379.97,20260226
SOLARINDS,13459.0,12331.6,12684.9,14231.65,13296.5,20260226
HEROMOTOCO,5737.5,5293.6,5339.3,5072.11,5559.45,20260226
CIPLA,1346.1,1397.9,1372.7,1491.4,1338.09,20260226
BOSCHLTD,36570.0,37485.3,36714.4,36511.64,35621.0,20260226
ICICIGI,1939.3,1843.0,1879.3,1926.57,1931.49,20260226
MANKIND,2155.7,2158.5,2006.8,2361.98,2068.21,20260226
HAVELLS,1417.6,1342.2,1372.7,1481.94,1413.76,20260226
LENSKART,505.45,440.9,466.1,nan,492.63,20260226
NHPC,75.67,79.6,73.1,80.99,75.64,20260226
MEESHO,159.13,171.2,164.6,nan,155.51,20260226
POLICYBZR,1519.4,1655.6,1598.4,1768.84,1506.54,20260226
UNOMINDA,1217.8,1108.6,1152.6,1188.5,1211.25,20260226
GICRE,391.2,362.9,373.8,378.49,387.21,20260226
COROMANDEL,2311.0,2186.0,2222.9,2299.64,2303.48,20260226
LLOYDSME,1251.8,1104.3,1113.4,1337.65,1181.64,20260226
ALKEM,5625.0,5810.6,5662.1,5325.93,5478.97,20260226
NATIONALUM,359.8,374.5,362.9,238.43,347.54,20260226
MRF,147585.0,137640.4,142134.3,147679.71,147340.7,20260226
APLAPOLLO,2230.6,2117.7,2171.8,1798.7,2221.28,20260226
HDBFS,725.45,748.1,730.4,nan,718.43,20260226
HINDCOPPER,585.95,645.4,617.8,349.89,575.41,20260226
M&MFIN,378.25,345.3,360.7,304.77,375.76,20260226
360ONE,1131.8,1199.5,1165.5,1105.71,1121.98,20260226
3MINDIA,36440.0,33628.1,34870.4,31863.32,36314.0,20260226
PIRAMALFIN,1772.3,1653.0,1801.8,nan,1769.16,20260226
NH,1864.2,1713.0,1761.4,1845.82,1841.42,20260226
SONACOMS,542.0,497.3,510.9,477.29,531.5,20260226
NAVINFLUOR,6430.5,5913.3,6132.9,5260.32,6408.95,20260226
MEDANTA,1155.0,1068.2,1103.3,1244.78,1151.89,20260226
TVSHLTD,15151.0,13908.1,13750.9,13129.71,14723.1,20260226
GLAND,1848.5,1705.2,1890.3,1812.17,1820.67,20260226
STARHEALTH,467.85,438.8,452.1,456.11,466.64,20260226
AEGISLOG,727.45,649.4,674.5,752.73,700.86,20260226
LALPATHLAB,1425.0,1365.2,1376.6,1497.99,1414.03,20260226
PNBHOUSING,849.15,896.8,817.8,928.5,847.83,20260226
IIFL,508.95,560.2,539.4,502.23,508.51,20260226
PFOCUS,270.8,229.4,246.4,177.32,269.54,20260226
CPPLUS,1575.7,1382.8,1455.1,nan,1545.95,20260226
PGEL,621.7,558.4,580.7,633.35,617.58,20260226
AARTIIND,456.35,414.6,431.2,407.63,454.03,20260226
TRITURBINE,493.7,469.9,511.3,545.28,489.68,20260226
VINATIORGA,1509.9,1596.5,1567.4,1704.64,1504.27,20260226
THELEELA,439.9,406.2,417.4,nan,439.88,20260226
GABRIEL,1011.6,878.9,927.3,1005.74,975.45,20260226
JUBLPHARMA,897.35,957.1,925.9,1081.45,895.7,20260226
NIVABUPA,76.44,74.2,75.8,80.31,76.44,20260226
POLYMED,1299.2,1437.4,1380.0,1934.71,1292.56,20260226
CAPLIPOINT,1727.0,1685.2,1783.2,2000.04,1718.35,20260226
RUBICON,788.6,717.8,745.2,nan,784.77,20260226
USHAMART,425.75,440.9,429.9,400.35,412.81,20260226
AETHER,970.9,906.2,946.6,820.69,969.89,20260226
CONCORDBIO,1230.9,964.7,1037.1,1548.98,1149.36,20260226
KSB,717.1,750.5,687.7,790.48,716.93,20260226
APTUS,247.3,263.4,255.4,306.41,246.02,20260226
SCI,265.32,237.1,249.1,217.71,263.85,20260226
RAINBOW,1210.5,1232.7,1140.6,1383.63,1203.91,20260226
JINDALSAW,188.21,173.8,189.6,196.65,184.54,20260226
INDGN,493.25,449.5,466.4,545.87,484.78,20260226
LUMAXTECH,1719.0,1446.8,1539.4,1236.51,1682.55,20260226
ALIVUS,907.55,838.8,876.5,956.12,904.17,20260226
VESUVIUS,519.9,469.1,499.7,511.82,519.2,20260226
SANDUMA,213.07,216.6,187.2,187.33,204.47,20260226
MEDPLUS,854.8,799.7,880.9,836.27,844.46,20260226
NCC,151.68,140.0,146.5,196.05,150.87,20260226
BALRAMCHIN,466.9,430.2,442.7,505.02,462.99,20260226
AEQUS,143.04,130.7,136.0,nan,142.76,20260226
BBOX,545.45,493.7,561.4,516.0,532.58,20260226
JKLAKSHMI,730.9,768.9,745.3,845.35,719.11,20260226
GPPL,178.35,161.8,168.4,161.36,176.01,20260226
MANORAMA,1432.3,1300.6,1353.7,1392.68,1422.13,20260226
KTKBANK,206.21,188.0,194.5,187.48,204.11,20260226
