ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
HYUNDAI,2306.7,2370.0,2335.1,2156.43,2302.48,20260107
DIVISLAB,6642.5,6643.5,6248.2,6316.73,6430.65,20260107
BRITANNIA,6129.5,5782.5,5879.0,5674.23,6035.9,20260107
ABB,5224.5,4983.5,5074.5,5402.48,5185.05,20260107
APOLLOHOSP,7348.0,6819.3,6946.2,7295.7,7128.9,20260107
LUPIN,2149.7,2032.4,2064.2,1990.71,2103.99,20260107
ENRIN,2622.0,2744.2,2676.0,nan,2579.93,20260107
GLAXO,2483.3,2573.8,2521.0,2831.38,2465.25,20260107
IPCALAB,1469.6,1331.8,1379.0,1391.98,1419.37,20260107
ENDURANCE,2569.5,2712.1,2661.4,2551.31,2565.02,20260107
KIOCL,403.45,347.6,368.1,348.72,393.34,20260107
CUB,294.75,274.7,281.8,216.59,293.45,20260107
POLYMED,1787.6,1834.3,1795.3,2082.46,1757.81,20260107
AGARWALEYE,514.1,531.2,521.1,448.31,504.31,20260107
GRANULES,612.2,571.2,586.5,516.33,609.66,20260107
EMMVEE,200.06,205.5,179.5,nan,188.26,20260107
IEX,148.67,127.8,133.0,162.12,136.44,20260107
BBTC,1876.7,1782.2,1911.6,1897.59,1868.24,20260107
INDGN,522.6,539.8,513.4,557.79,522.52,20260107
ALIVUS,906.85,938.1,876.1,979.3,906.66,20260107
ABFRL,77.45,81.1,78.9,116.43,77.11,20260107
GPPL,189.53,178.7,190.9,154.01,185.29,20260107
EMBDL,62.38,68.4,64.8,97.77,61.01,20260107
