ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
HDFCBANK,1001.6,969.5,978.7,969.96,993.74,20260103
ICICIBANK,1355.4,1379.0,1366.7,1394.14,1352.36,20260103
ADANIPORTS,1489.5,1520.7,1500.1,1388.13,1483.4,20260103
HINDZINC,628.8,591.7,607.9,465.54,619.99,20260103
JIOFIN,301.7,304.9,290.4,293.79,296.91,20260103
HDFCLIFE,754.85,742.4,766.2,752.39,752.91,20260103
CIPLA,1511.6,1541.1,1523.2,1511.32,1502.25,20260103
SIEMENS,3097.7,3198.1,3141.6,3130.73,3090.72,20260103
LODHA,1085.7,1120.9,1101.2,1247.11,1075.34,20260103
BSE,2666.5,2801.4,2734.2,2418.22,2663.98,20260103
LUPIN,2105.3,2032.4,2064.2,1989.68,2104.63,20260103
MANKIND,2202.7,2089.1,2130.5,2416.51,2187.26,20260103
HAVELLS,1439.9,1466.9,1445.5,1513.73,1423.55,20260103
NAUKRI,1367.7,1399.4,1330.3,1385.21,1354.73,20260103
PAYTM,1340.6,1264.5,1345.8,1085.03,1316.87,20260103
SBICARD,875.95,891.8,832.5,882.83,862.95,20260103
SUZLON,54.28,55.0,51.1,58.8,53.11,20260103
AUROPHARMA,1215.4,1163.4,1180.9,1141.37,1206.3,20260103
YESBANK,22.29,20.8,21.2,20.5,21.65,20260103
ALKEM,5592.5,5735.1,5621.2,5245.86,5542.45,20260103
NAM-INDIA,892.3,823.5,851.5,779.71,880.61,20260103
KALYANKJIL,495.7,507.7,470.6,517.52,487.03,20260103
LINDEINDIA,5955.5,5673.7,5746.2,6386.05,5915.45,20260103
PIIND,3256.6,3367.1,3314.1,3691.56,3231.53,20260103
GLAXO,2483.8,2573.8,2521.0,2833.98,2473.66,20260103
TATAELXSI,5337.5,5058.8,5167.8,5646.26,5330.85,20260103
ACC,1748.8,1802.6,1778.6,1868.39,1743.5,20260103
EXIDEIND,367.7,375.7,370.3,382.51,364.86,20260103
SONACOMS,486.35,504.7,495.5,473.94,482.81,20260103
ITI,312.05,317.4,299.6,302.59,311.87,20260103
LICHSGFIN,545.55,553.4,526.8,572.53,537.64,20260103
HONAUT,33625.0,34310.8,33836.3,36448.75,33244.0,20260103
TVSHLTD,14626.0,14814.5,13348.3,12085.26,14099.9,20260103
ZFCVINDIA,15040.0,13714.8,14295.3,13342.13,14968.6,20260103
IGL,194.34,196.8,187.0,203.81,194.0,20260103
NUVAMA,1468.2,1373.5,1411.5,1308.4,1465.47,20260103
TATATECH,655.95,672.5,662.7,689.33,652.62,20260103
SYNGENE,658.4,620.6,632.2,655.73,653.82,20260103
AEGISLOG,726.15,759.0,742.4,765.82,722.74,20260103
KIMS,632.25,651.3,636.8,686.79,624.19,20260103
SAGILITY,52.97,53.3,50.3,45.06,52.39,20260103
PPLPHARMA,178.48,179.6,169.3,199.28,174.93,20260103
INOXWIND,128.04,132.0,129.1,154.99,125.44,20260103
HATSUN,975.85,1030.8,1006.8,947.58,975.72,20260103
AADHARHFC,500.55,502.5,470.9,481.09,485.24,20260103
ANANTRAJ,584.05,515.5,532.6,558.22,557.15,20260103
ERIS,1533.5,1452.6,1575.5,1601.78,1532.48,20260103
INDIACEM,445.4,402.7,415.8,359.63,440.42,20260103
CREDITACC,1287.7,1376.9,1335.9,1253.39,1280.73,20260103
NEULANDLAB,15276.0,16424.9,15937.3,13985.43,15257.0,20260103
SAILIFE,921.7,932.1,871.8,817.81,905.54,20260103
CAMS,756.55,778.6,764.0,775.03,749.34,20260103
SARDAEN,523.0,494.3,508.3,502.84,522.22,20260103
KIRLOSENG,1261.1,1113.4,1177.0,921.8,1256.43,20260103
POLYMED,1769.7,1834.3,1795.3,2086.99,1767.73,20260103
TRITURBINE,540.8,513.4,524.0,552.59,540.16,20260103
RRKABEL,1510.5,1393.7,1535.3,1265.16,1482.32,20260103
NAVA,573.45,530.8,546.7,563.47,565.93,20260103
SOBHA,1490.6,1565.1,1518.6,1467.16,1473.73,20260103
CEATLTD,3887.2,4006.9,3696.8,3533.16,3845.2,20260103
RPOWER,35.93,32.7,38.4,47.26,35.89,20260103
JAINREC,422.25,368.9,387.1,nan,410.3,20260103
SHRIPISTON,3297.2,2932.1,3020.9,2481.71,3191.72,20260103
UTIAMC,1127.7,1171.9,1149.6,1207.08,1124.03,20260103
VGUARD,330.75,345.5,339.2,364.01,329.48,20260103
SYRMA,741.9,784.4,760.5,674.32,729.48,20260103
TRIDENT,27.03,27.7,27.3,28.64,26.88,20260103
AARTIIND,376.95,353.3,362.0,408.63,376.54,20260103
BBTC,1880.9,1782.2,1911.6,1895.23,1874.28,20260103
KIRLOSBROS,1645.1,1706.9,1553.6,1856.03,1619.25,20260103
TECHNOE,1111.3,1160.9,1125.7,1299.37,1086.59,20260103
BATAINDIA,950.15,973.9,962.2,1150.62,946.7,20260103
EUREKAFORB,628.55,597.8,645.8,572.64,627.49,20260103
CELLO,547.25,572.3,539.6,586.85,545.56,20260103
ACE,976.8,894.7,923.8,1116.17,952.77,20260103
JUBLINGREA,726.25,727.6,677.6,706.57,710.89,20260103
MGL,1142.0,1192.0,1166.6,1305.07,1134.2,20260103
AZAD,1652.8,1685.8,1580.8,1603.38,1645.9,20260103
JYOTHYLAB,284.3,294.2,289.2,326.89,280.97,20260103
INOXINDIA,1130.8,1169.0,1145.2,1147.97,1117.71,20260103
OLECTRA,1248.0,1257.4,1173.8,1331.74,1217.26,20260103
BANCOINDIA,708.7,730.2,667.4,607.26,694.41,20260103
PVRINOX,1030.2,1094.0,1063.7,1038.3,1022.92,20260103
SOUTHBANK,38.6,36.9,39.2,31.03,38.28,20260103
RELAXO,403.3,422.2,390.4,437.08,403.06,20260103
ABFRL,78.16,81.1,78.9,118.12,77.27,20260103
VARROC,610.8,632.1,617.7,558.6,609.81,20260103
INDIASHLTR,820.25,863.0,844.0,876.18,818.1,20260103
NESCO,1245.9,1293.2,1263.1,1193.65,1232.2,20260103
ZEEL,91.12,95.2,93.6,112.81,91.06,20260103
ASHAPURMIN,901.0,803.5,834.6,541.38,879.06,20260103
