ticker,close_price,DMA_200,DMA_10,datee,st73_value,st72_value
TORNTPHARM,4965.5,4359.92,4950.55,20260912,4722.2,4817.7
GICRE,349.4,360.08,345.79,20260912,328.3,336.0
DRREDDY,1165.5,1246.25,1153.66,20260912,1189.9,1173.6
