ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
SWIGGY,404.6,425.8,413.9,380.95,393.69,20251125
NAUKRI,1346.3,1399.4,1382.7,1398.41,1344.07,20251125
ABCAPITAL,331.85,310.8,318.4,245.36,330.6,20251125
RVNL,324.85,334.2,327.6,357.46,319.57,20251125
MPHASIS,2765.3,2890.9,2816.4,2625.81,2751.11,20251125
SUNDARMFIN,4734.3,4518.2,4616.8,4774.7,4720.02,20251125
KPRMILL,1107.9,998.0,1038.2,1041.86,1095.97,20251125
BLUESTARCO,1785.3,1903.3,1861.5,1844.09,1785.18,20251125
ACC,1913.7,1757.2,1803.9,1883.51,1850.08,20251125
APOLLOTYRE,528.15,498.8,511.1,457.98,522.76,20251125
GODIGIT,354.7,337.8,345.5,332.33,353.45,20251125
HONAUT,36265.0,32869.8,33896.5,36569.06,35220.5,20251125
NBCC,116.47,120.5,117.2,103.82,113.74,20251125
ITI,325.15,326.8,290.1,297.21,314.2,20251125
IKS,1677.5,1528.4,1538.4,1585.85,1617.11,20251125
GILLETTE,8445.5,8864.7,8685.8,9239.32,8419.5,20251125
KIMS,678.45,722.9,703.9,673.33,673.04,20251125
PTCIL,17760.0,16242.6,16695.0,14524.29,17320.6,20251125
TIMKEN,3134.4,2909.3,2975.4,2938.15,3085.86,20251125
SUNDRMFAST,987.4,1016.8,993.5,973.74,963.16,20251125
CUB,271.45,243.4,254.3,197.48,267.38,20251125
CASTROLIND,194.01,196.5,194.1,204.74,191.58,20251125
SAILIFE,883.75,932.1,910.0,790.9,875.75,20251125
GRINDWELL,1582.6,1667.4,1620.6,1645.68,1577.76,20251125
ACUTAAS,1872.2,1568.9,1644.8,nan,1730.55,20251125
APTUS,286.4,301.0,293.5,317.2,286.23,20251125
RAINBOW,1348.1,1401.5,1366.9,1410.84,1337.72,20251125
GRAVITA,1831.9,1598.4,1644.2,1757.09,1736.23,20251125
INDGN,514.3,539.8,528.8,562.4,511.22,20251125
CANFINHOME,890.2,832.0,858.3,746.0,887.62,20251125
ENGINERSIN,199.26,205.7,193.4,195.36,198.0,20251125
VIJAYA,1029.0,967.1,995.2,1010.22,1026.03,20251125
PRUDENT,2523.5,2617.1,2555.9,2532.3,2490.33,20251125
CLEAN,954.4,992.5,969.0,1227.84,931.54,20251125
LUMAXTECH,1412.3,1248.5,1314.4,918.13,1406.9,20251125
MEDPLUS,802.35,742.6,809.8,815.47,782.34,20251125
HONASA,290.35,256.7,272.8,270.37,288.64,20251125
NESCO,1282.3,1358.6,1321.8,1148.7,1268.94,20251125
WABAG,1416.8,1461.3,1429.7,1454.31,1406.04,20251125
WESTLIFE,556.6,603.0,586.5,698.34,553.01,20251125
