ticker,close_price,DMA_200,DMA_10,datee,st73_value,st72_value
MEDANTA,1469.8,1214.47,1451.97,20260906,1366.4,1410.8
GODREJIND,1163.5,1066.86,1155.04,20260906,1274.7,1233.2
