ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
BHARTIARTL,2102.0,2147.1,2115.9,1899.83,2084.98,20251217
TATACAP,326.2,315.2,317.3,nan,324.41,20251217
BAJAJHLDNG,11068.0,11849.0,11554.0,12670.26,11066.8,20251217
BHARTIHEXA,1743.6,1816.6,1772.4,1699.06,1719.76,20251217
UNOMINDA,1257.0,1218.7,1289.4,1108.8,1250.38,20251217
ALKEM,5663.5,5467.4,5564.7,5189.23,5639.2,20251217
FORTIS,875.0,917.6,897.0,829.24,872.76,20251217
TATACOMM,1824.8,1768.6,1870.2,1672.1,1815.54,20251217
KALYANKJIL,479.1,508.2,494.6,515.09,479.02,20251217
SUPREMEIND,3405.8,3460.9,3175.1,3927.28,3311.78,20251217
PWL,137.4,113.6,122.5,nan,135.02,20251217
AEGISVOPAK,254.7,272.6,261.6,nan,251.88,20251217
KARURVYSYA,245.25,236.9,253.2,208.73,244.83,20251217
WOCKPHARMA,1357.2,1295.9,1450.6,1450.89,1345.36,20251217
INOXWIND,126.92,135.3,130.9,157.14,125.79,20251217
COHANCE,538.25,578.2,561.9,nan,536.4,20251217
FIVESTAR,591.55,620.4,601.8,648.8,576.21,20251217
VENTIVE,714.9,696.3,746.8,733.37,713.75,20251217
PARADEEP,160.53,169.4,164.0,162.53,156.06,20251217
NATCOPHARM,921.45,829.8,865.6,863.75,912.62,20251217
GALLANTT,594.85,549.1,577.5,542.9,593.59,20251217
FIRSTCRY,289.8,313.3,303.5,357.96,289.46,20251217
GABRIEL,975.0,1073.1,1025.1,903.24,965.31,20251217
LTFOODS,401.35,415.3,404.1,415.26,392.82,20251217
ACUTAAS,1694.4,1604.1,1747.2,nan,1679.99,20251217
THELEELA,414.0,424.4,380.8,nan,397.71,20251217
WHIRLPOOL,944.7,1026.0,988.7,1223.45,939.37,20251217
FINPIPE,167.14,177.9,173.4,192.7,166.96,20251217
GRINFRA,1037.0,1094.6,1064.2,1180.33,1031.74,20251217
TTML,51.36,42.5,45.5,59.47,50.1,20251217
NAZARA,245.4,250.4,217.7,283.87,233.23,20251217
