ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
INDIGO,5115.5,5339.9,5142.2,5527.6,4978.2,20251219
DIVISLAB,6380.0,6643.5,6530.1,6259.77,6360.3,20251219
HDFCAMC,2722.9,2446.5,2519.7,2522.16,2609.15,20251219
INDUSTOWER,408.75,383.1,393.2,375.39,408.51,20251219
SWIGGY,410.7,419.8,386.2,383.3,401.09,20251219
PERSISTENT,6318.5,6650.5,6475.1,5563.8,6290.5,20251219
ICICIGI,1949.8,2033.4,1999.4,1895.14,1949.3,20251219
ICICIPRULI,645.65,601.9,616.4,610.84,635.47,20251219
LENSKART,410.05,378.2,392.3,nan,407.54,20251219
OBEROIRLTY,1658.2,1739.6,1702.6,1682.84,1636.55,20251219
GLENMARK,1957.1,1859.7,1898.2,1767.61,1956.8,20251219
LAURUSLABS,1015.5,953.5,977.7,786.76,1013.33,20251219
MOTILALOFS,867.7,916.1,889.4,845.52,848.83,20251219
MCX,10172.0,9631.9,10593.8,7686.66,10139.5,20251219
360ONE,1143.2,1094.5,1180.6,1054.6,1132.1,20251219
ATHERENERG,662.85,730.0,703.5,nan,662.38,20251219
FSL,342.35,361.7,354.6,351.28,341.26,20251219
FORCEMOT,17304.0,16489.9,17884.2,14591.9,17161.1,20251219
HBLENGINE,818.85,863.0,835.4,690.19,803.38,20251219
BRIGADE,876.15,924.7,902.0,998.18,871.2,20251219
CAMS,752.3,803.6,783.5,769.52,752.28,20251219
KFINTECH,1069.0,1116.5,1088.8,1108.08,1048.39,20251219
EIDPARRY,1026.8,1001.6,1047.2,996.96,1026.44,20251219
GRINDWELL,1581.9,1651.7,1618.9,1635.89,1569.06,20251219
CRAFTSMAN,7071.5,6527.9,6705.1,6013.2,7032.2,20251219
ZENSARTECH,733.0,765.3,717.2,766.12,731.45,20251219
CROMPTON,255.65,265.9,260.9,317.98,253.17,20251219
GMDCLTD,515.05,467.2,477.4,425.95,507.19,20251219
GABRIEL,1087.4,850.1,914.4,908.62,973.53,20251219
UTIAMC,1139.2,1179.7,1156.2,1195.37,1123.89,20251219
JMFINANCIL,143.07,155.1,149.2,142.46,142.35,20251219
INDIAMART,2264.0,2371.3,2324.3,2369.94,2253.81,20251219
PRUDENT,2692.1,2396.3,2487.6,2575.44,2639.34,20251219
ENGINERSIN,194.49,204.7,202.6,197.44,194.49,20251219
RUBICON,648.9,696.9,675.8,nan,635.14,20251219
SANOFICONR,4621.0,4831.4,4737.8,4930.36,4611.15,20251219
SANSERA,1704.0,1593.3,1745.8,1351.62,1675.19,20251219
MEDPLUS,813.3,754.1,775.4,820.33,809.57,20251219
CLEAN,904.3,943.1,924.3,1187.08,896.26,20251219
TIMETECHNO,185.62,201.6,195.0,207.29,185.55,20251219
MAPMYINDIA,1661.4,1757.4,1714.0,1755.31,1644.07,20251219
STAR,888.85,840.9,923.7,805.47,880.11,20251219
