ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
SUNPHARMA,1794.2,1777.8,1847.7,1718.3,1788.48,20260612
M&M,3000.9,3187.9,3111.8,3419.55,2999.13,20260612
POWERGRID,286.65,304.2,296.8,283.08,286.4,20260612
HYUNDAI,1940.1,1787.0,1840.5,2197.22,1901.5,20260612
CIPLA,1383.3,1338.6,1360.8,1415.15,1380.6,20260612
LUPIN,2273.3,2369.1,2325.9,2145.83,2259.83,20260612
UNITDSPR,1257.8,1313.3,1288.2,1345.85,1256.65,20260612
IRCTC,521.05,548.5,537.2,626.43,517.36,20260612
WELCORP,1389.4,1275.6,1319.3,930.57,1386.44,20260612
LALPATHLAB,1593.5,1502.7,1648.2,1497.01,1569.73,20260612
TATACHEM,741.2,706.5,750.4,775.55,720.74,20260612
INDIACEM,384.65,405.0,394.5,405.51,380.68,20260612
SUNDRMFAST,835.85,808.2,867.3,910.36,834.64,20260612
DCMSHRIRAM,1030.9,1100.7,1069.3,1169.41,1027.77,20260612
GALLANTT,652.65,715.3,686.8,625.58,647.19,20260612
DOMS,2255.4,1951.7,2031.5,2424.88,2145.95,20260612
PRIVISCL,3243.2,3449.3,3107.0,2904.5,3238.56,20260612
INGERRAND,4001.0,4235.2,4068.8,3794.29,3930.8,20260612
ACE,891.95,842.0,859.3,949.48,882.05,20260612
AAVAS,1328.2,1377.1,1340.1,1447.06,1302.67,20260612
MEDPLUS,875.85,845.4,915.6,828.58,873.13,20260612
AVALON,1568.2,1361.6,1454.5,1046.07,1559.09,20260612
RKFORGE,561.95,592.4,574.7,544.36,557.67,20260612
KTKBANK,265.05,246.4,255.0,207.77,264.9,20260612
GENUSPOWER,309.7,294.2,322.6,298.03,309.08,20260612
