ticker,close_price,st73_value,st72_value,DMA_200,DMA_10,datee
ABB,5080.5,5198.1,5109.1,5428.74,5037.05,20251119
BHARTIHEXA,1829.3,1703.5,1759.5,1659.32,1801.44,20251119
360ONE,1078.0,1149.4,1122.5,1035.93,1074.77,20251119
APOLLOTYRE,522.8,498.8,511.1,456.08,521.07,20251119
NAVINFLUOR,6026.5,5614.7,5767.9,4634.93,6022.1,20251119
METROBRAND,1127.2,1188.9,1159.6,1159.45,1114.63,20251119
SONACOMS,488.55,461.6,472.5,475.83,488.03,20251119
ERIS,1575.7,1659.4,1616.9,1551.94,1575.5,20251119
DEVYANI,148.08,152.1,133.3,167.71,146.22,20251119
BIKAJI,721.6,745.2,733.7,721.51,717.61,20251119
TRAVELFOOD,1300.5,1240.3,1329.9,nan,1286.54,20251119
SWANCORP,464.3,490.0,475.4,449.67,461.75,20251119
BBTC,2022.7,1720.6,1795.5,1898.42,1905.85,20251119
MGL,1252.0,1284.1,1261.4,1326.33,1234.51,20251119
GRAPHITE,596.4,631.5,605.3,513.38,577.11,20251119
SANSERA,1546.9,1441.8,1488.7,1300.6,1539.7,20251119
