datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,11488.070447533182,-1,,11488.070447533182
2024-10-20T18:30:00.000Z,11482.751177849274,-1,,11482.751177849274
