datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,1167.8145208643775,1,1167.8145208643775,
2024-10-20T18:30:00.000Z,1184.3410297018718,1,1184.3410297018718,
