datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,419.19881980769406,-1,,419.19881980769406
2024-10-20T18:30:00.000Z,415.6418690305993,-1,,415.6418690305993
