datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,502.92185518120976,-1,,502.92185518120976
2024-10-20T18:30:00.000Z,500.7866020830226,-1,,500.7866020830226
