datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,459.13200385693085,-1,,459.13200385693085
2024-10-20T18:30:00.000Z,456.95245788975484,-1,,456.95245788975484
