datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,358.6340429543471,-1,,358.6340429543471
2024-10-20T18:30:00.000Z,358.6340429543471,-1,,358.6340429543471
