datetime,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0
2024-10-17T18:30:00.000Z,1132.6813940431662,-1,,1132.6813940431662
2024-10-20T18:30:00.000Z,1094.227685714602,-1,,1094.227685714602
