datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,4523.822387191211,-1,,4523.822387191211
2024-10-20T18:30:00.000Z,4475.804233971416,-1,,4475.804233971416
