datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,1469.8117074851127,-1,,1469.8117074851127
2024-10-20T18:30:00.000Z,1461.2970420522092,-1,,1461.2970420522092
