datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,528.9012032974409,1,528.9012032974409,
2024-10-20T18:30:00.000Z,606.9487108020674,-1,,606.9487108020674
