datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,586.0359811116937,-1,,586.0359811116937
2024-10-20T18:30:00.000Z,585.2164524084,-1,,585.2164524084
