datetime,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0
2024-10-17T18:30:00.000Z,789.782058016523,-1,,789.782058016523
2024-10-20T18:30:00.000Z,736.695511652204,-1,,736.695511652204
